=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.05 10:29:22 =~=~=~=~=~=~=~=~=~=~=~=
-0.86,-3.31,-9-9.83,0.10,0.15,0.14,0.28,0.14
-9.81,0.12,0.16,0.14,0.14,0.07
-9.83,0.09,0.17,0.14,0.14,0.07
-9.82,0.09,0.19,0.21,0.21,0.21
-9.83,0.11,0.14,0.14,0.14,0.14
-9.84,0.06,0.15,0.14,0.14,0.14
-9.83,0.10,0.17,0.14,0.14,0.14
-9.82,0.11,0.14,0.14,0.21,0.21
-9.85,0.07,0.16,0.14,0.14,0.14
-9.83,0.10,0.16,0.07,0.21,0.21
-9.82,0.11,0.18,0.28,0.28,0.28
-9.83,0.12,0.16,0.14,0.14,0.14
-9.84,0.11,0.16,0.21,0.21,0.21
-9.82,0.07,0.15,0.21,0.21,0.21
-9.84,0.09,0.19,0.14,0.14,0.14
-9.82,0.13,0.12,0.14,0.14,0.14
-9.83,0.08,0.13,0.14,0.21,0.21
-9.84,0.11,0.15,0.21,0.21,0.21
-9.82,0.13,0.18,0.21,0.21,0.21
-9.83,0.10,0.15,0.00,0.00,0.00
-9.84,0.11,0.16,0.14,0.07,0.07
-9.82,0.08,0.17,0.14,0.21,0.21
-9.83,0.08,0.17,0.14,0.14,0.21
-9.86,0.11,0.13,0.07,0.07,0.14
-9.84,0.08,0.13,0.14,0.14,0.07
-9.83,0.08,0.19,0.21,0.21,0.21
-9.83,0.13,0.15,0.07,0.14,-0.21
-9.84,0.11,0.16,0.07,0.07,0.14
-9.82,0.09,0.15,0.07,0.07,0.07
-9.81,0.12,0.17,0.21,0.21,0.14
-9.83,0.10,0.16,0.14,0.14,0.21
-9.84,0.11,0.14,0.21,0.21,0.21
-9.84,0.10,0.13,0.14,0.14,0.28
-9.82,0.13,0.16,0.14,0.14,0.14
-9.85,0.07,0.15,0.14,0.14,0.14
-9.85,0.09,0.16,0.14,0.14,0.14
-9.49,0.11,0.03,2.24,2.24,2.24
-9.84,0.08,0.12,0.56,0.56,0.56
-9.78,0.07,0.18,-0.14,-0.14,-0.14
-9.97,0.11,0.15,-0.14,-0.14,-0.14
-9.89,0.07,0.14,0.00,0.00,0.00
-9.82,0.05,0.19,0.21,0.14,0.14
-9.81,0.15,0.19,0.21,0.21,0.14
-9.85,0.15,0.14,0.07,0.07,0.00
-9.84,0.07,0.11,0.14,0.14,0.14
-9.82,0.06,0.11,0.21,0.21,0.00
-9.88,0.07,0.21,-0.49,0.21,0.21
-9.78,0.15,0.20,0.21,0.21,0.21
-9.85,0.11,0.16,0.07,0.07,0.07
-9.87,0.07,0.09,0.07,0.07,0.07
-9.86,-0.09,-0.02,0.21,0.21,0.28
-9.81,0.13,0.27,0.35,0.35,0.28
-9.71,0.38,0.31,0.00,0.00,0.00
-9.84,-0.06,0.06,-0.07,-0.07,0.07
-9.96,-0.06,0.06,0.35,0.42,0.42
-9.77,0.24,0.22,0.28,0.28,0.28
-9.77,0.22,0.27,0.00,0.00,-0.14
-9.77,-0.02,0.06,0.21,0.21,0.21
-9.85,0.15,0.07,0.28,0.28,0.35
-9.85,0.21,0.19,0.07,0.07,0.21
-9.82,0.08,0.22,0.14,0.14,0.14
-9.92,0.11,0.19,0.35,0.35,0.35
-9.92,0.09,0.00,0.28,0.28,0.28
-9.84,0.09,-0.01,1.12,1.82,1.82
-9.90,-0.02,0.19,0.07,0.14,0.14
-9.75,-1.60,0.20,5.88,5.88,7.35
-9.89,-1.24,-0.06,13.79,13.79,15.68
-9.99,-0.93,-0.61,22.12,22.12,22.12
-9.95,-2.19,-0.81,35.98,35.98,35.98
-10.04,-1.97,-1.10,46.41,48.16,48.16
-9.84,-2.68,-1.48,67.13,67.13,69.79
-9.75,-2.28,-0.87,85.68,85.68,87.29
-9.13,0.23,0.96,88.34,88.34,86.94
-10.74,0.33,0.54,78.33,78.33,79.24
-10.12,1.66,0.40,67.76,67.76,67.76
-9.73,1.38,0.53,62.37,61.74,60.27
-9.73,-1.30,0.03,62.23,63.42,63.42
-9.84,-2.58,-0.50,78.40,80.64,80.64
-9.98,-1.23,-0.26,86.31,87.01,88.69
-9.77,0.21,0.12,90.72,90.58,90.58
-9.62,1.68,-0.47,85.54,84.28,84.28
-9.90,1.13,-0.11,80.22,79.80,79.45
-9.72,-0.12,-0.41,80.64,80.71,80.71
-6.82,-1.84,-0.47,92.68,92.68,95.06
-8.25,-0.40,-0.05,100.03,100.03,100.03
-8.75,1.81,0.22,84.98,84.98,84.98
-8.75,4.56,0.16,66.15,59.57,59.57
-8.83,4.63,-0.24,40.74,35.00,35.00
-9.18,2.12,-0.25,23.38,23.38,21.21
-9.90,0.63,-0.59,17.85,17.85,16.10
-12.17,2.29,-1.34,5.67,5.67,0.84
-14.25,3.48,-2.05,-12.39,-15.05,-15.05
-11.64,3.42,-0.45,-38.57,-40.25,-40.25
-9.75,1.79,-0.39,-47.81,-47.81,-48.79
-11.39,-12.71,-0.45,-19.67,6.02,6.02
-11.19,3.53,-2.01,-2.03,-9.10,-9.10
-11.47,-0.23,-0.72,-15.05,-16.87,-16.87-9.24,-1.91,0.02,-15.40,-15.40,-11.62
-8.33,-2.56,-0.14,0.77,0.77,3.43
-9.00,0.53,-1.35,0.56,0.56,0.56
-7.99,2.48,-0.58,-30.17,-30.17,-30.17
-9.14,-1.17,0.60,-42.21,-42.00,-42.00
-10.64,-4.24,0.62,-20.58,-20.58,-17.43
-9.41,-3.62,0.62,-0.70,-0.70,-0.70
-8.24,-2.18,0.56,10.71,11.55,11.55
-7.26,-1.69,0.38,13.09,13.02,13.02
-6.59,-2.01,0.35,12.11,12.04,12.04
-6.93,-2.37,0.57,10.78,10.64,10.64
-7.67,-5.49,1.57,18.62,24.15,24.15
-3.40,-4.58,-0.02,19.39,23.24,23.24
-16.32,-2.11,1.12,25.20,20.72,20.72
-7.66,-2.23,0.69,0.84,-17.08,-1.05
-8.98,-4.90,0.01,-1.89,-1.89,-1.89
-10.21,-4.42,-0.59,-0.28,-0.28,-0.28
-9.43,-4.39,0.44,-1.05,-0.63,-0.63
-7.72,-4.56,0.44,-1.05,-1.05,-1.05
-8.28,-5.50,0.14,0.14,0.14,0.00
-8.45,-5.56,0.12,0.91,0.91,0.91
-8.26,-5.47,0.19,1.68,1.68,1.82
-8.26,-5.29,0.28,1.19,1.19,1.19
-8.24,-5.33,0.18,2.17,2.17,2.38
-8.21,-4.98,0.16,3.43,3.43,3.43
-8.26,-4.55,0.14,3.57,3.57,3.57
