aX,aY,aZ,gX,gY,gZ
-9.80,-0.51,1.56,-0.42,-0.42,-0.56
-9.77,-0.65,1.50,-0.35,-0.35,-0.56
-9.80,-0.51,1.56,-0.42,-0.42,-0.56
-9.77,-0.65,1.50,-0.35,-0.35,-0.21
-9.75,-0.66,1.50,1.12,1.12,1.12
-9.74,-0.57,1.54,1.33,1.33,1.33
-9.68,-0.46,1.56,0.35,-0.42,-0.42
-9.66,-0.50,1.56,-1.19,-1.47,-1.47
-9.62,-0.73,1.50,-1.05,-1.05,-1.05
-9.64,-0.79,1.48,0.42,0.56,0.56
-9.64,-0.74,1.52,0.98,0.98,0.98
-9.67,-0.67,1.54,0.77,0.77,0.63
-9.60,-0.63,1.51,0.56,0.56,0.56
-9.52,-0.63,1.48,0.56,0.56,0.56
-9.56,-0.64,1.48,0.70,0.70,0.63
-9.65,-0.72,1.50,0.77,0.77,0.77
-9.71,-0.74,1.50,0.98,0.98,0.98
-9.65,-0.69,1.45,1.12,1.12,1.12
-9.69,-0.70,1.44,1.12,1.12,1.12
-9.70,-0.61,1.46,0.84,0.84,0.84
-9.77,-0.59,1.54,0.21,0.07,0.07
-9.73,-0.60,1.49,-0.14,-0.07,-0.07
-9.68,-0.61,1.47,0.07,0.07,0.07
-9.69,-0.63,1.45,0.28,0.28,0.42
-9.86,-0.67,1.51,0.98,0.98,0.98
-9.92,-0.70,1.45,1.54,1.54,1.47
-9.97,-0.63,1.49,1.61,1.61,1.61
-9.98,-0.52,1.51,1.26,1.26,1.26
-9.96,-0.45,1.56,0.21,0.00,0.00
-9.95,-0.49,1.51,-1.19,-1.19,-1.33
-9.91,-0.57,1.51,-1.47,-1.47,-1.47
-9.90,-0.62,1.51,-1.54,-1.54,-1.54
-9.93,-0.72,1.53,-1.12,-1.12,-1.12
-9.90,-0.80,1.50,0.00,0.42,0.42
-9.77,-0.86,1.48,2.03,2.24,2.24
-9.65,-0.74,1.49,4.20,4.20,4.27
-9.53,-0.58,1.52,4.55,4.55,4.55
-9.43,-0.53,1.54,4.13,4.13,3.92
-9.43,-0.52,1.54,3.71,3.71,3.71
-9.48,-0.61,1.51,3.50,3.50,3.50
-9.51,-0.61,1.47,3.15,3.15,3.15
-9.54,-0.59,1.45,2.73,2.73,2.73
-9.62,-0.65,1.43,3.08,3.08,3.08
-9.72,-0.72,1.41,4.13,4.13,4.13
-9.77,-0.69,1.38,5.81,5.81,5.81
-9.80,-0.58,1.37,5.95,5.95,5.95
-9.71,-0.47,1.35,5.04,4.97,4.97
-9.66,-0.40,1.35,4.13,3.64,3.64
-9.66,-0.32,1.39,2.45,1.68,1.68
