aX,aY,aZ,gX,gY,gZ
3.15,3.39,3.40,223.93,223.93,223.93
3.65,4.04,3.40,215.46,215.46,215.46
4.18,5.96,3.80,204.82,199.71,199.71
5.03,8.17,4.68,179.34,179.34,171.01
5.53,10.03,5.96,135.80,135.80,135.80
5.92,11.04,6.61,111.02,111.02,111.02
6.62,13.26,6.82,76.44,71.75,71.75
4.33,10.51,7.38,13.58,13.58,12.95
2.40,6.51,6.16,41.93,41.93,44.31
2.94,6.80,5.55,59.29,59.29,61.04
4.65,7.59,4.99,67.20,67.20,67.76
6.00,7.55,4.54,70.84,70.84,71.47
9.97,8.11,4.05,70.56,69.16,69.16
10.52,8.01,4.25,59.50,59.50,59.50
10.98,7.60,4.37,58.10,58.24,58.24
11.19,7.68,4.37,58.59,58.59,58.59
10.71,7.72,4.28,57.47,57.33,57.33
9.97,7.79,4.16,56.28,56.28,56.00
9.11,8.05,3.78,54.11,53.76,53.76
8.46,8.08,3.26,51.59,51.59,51.59
7.61,7.91,2.76,51.45,51.45,51.66
7.10,7.87,1.93,51.38,51.38,51.38
6.76,8.09,1.56,50.26,50.26,50.26
6.87,8.22,1.27,47.60,47.32,47.32
7.06,8.20,0.99,44.87,44.87,44.31
7.24,8.30,0.80,41.23,41.23,41.23
7.30,8.42,0.79,32.97,32.97,32.97
7.36,8.22,0.87,27.16,27.16,25.48
7.28,7.97,0.95,20.79,20.79,19.67
6.59,7.64,1.26,13.65,13.65,12.53
5.90,7.93,1.42,8.68,7.91,7.91
4.19,9.76,1.67,-10.15,-13.16,-13.16
2.04,10.62,1.75,-29.82,-33.32,-33.32
3.05,9.32,1.15,-57.82,-59.57,-59.57
5.54,7.76,0.76,-67.62,-68.46,-68.46
6.69,6.52,0.61,-72.31,-72.52,-72.52
6.71,5.63,0.53,-71.96,-71.61,-71.61
7.04,4.51,0.70,-67.48,-66.57,-66.57
7.28,4.09,0.64,-55.65,-55.65,-54.04
7.60,3.88,0.64,-44.87,-40.53,-38.36
7.63,3.66,0.83,-26.04,-26.04,-18.20
7.35,3.81,1.27,0.42,0.42,3.01
7.00,4.28,1.53,19.32,19.32,21.35
6.73,4.69,1.44,32.20,32.20,33.32
6.29,5.36,1.33,37.03,37.24,37.24
6.30,6.30,1.23,33.53,33.53,32.41
6.55,7.66,1.19,25.27,21.56,19.74
6.81,8.78,1.25,8.26,3.15,0.28
7.23,8.98,1.07,-17.36,-17.36,-17.36
7.46,8.26,1.11,-29.54,-29.54,-30.10
7.95,7.88,1.04,-31.22,-31.22,-31.15
9.02,7.76,1.02,-30.59,-30.52,-30.52
9.29,6.16,1.11,-29.82,-29.82,-29.75
8.53,5.95,1.40,-27.79,-26.46,-26.46
7.80,5.29,1.66,-20.58,-20.58,-0.28
7.27,6.42,1.45,-12.67,-12.67,-12.25
5.00,10.03,0.63,-16.94,-16.94,-16.94
3.10,10.65,0.25,-35.70,-35.70,-35.70
3.36,9.31,0.43,-42.98,-42.98,-42.98
4.65,7.22,0.89,-35.91,-35.91,-35.91
5.41,6.39,1.49,-11.97,-11.97,-11.97
5.62,6.99,1.54,4.41,4.41,4.41
5.56,8.35,1.35,11.34,11.27,11.27
5.28,9.09,1.00,7.28,6.44,6.44
5.25,8.97,0.73,0.84,0.21,0.21
5.27,8.04,0.60,0.77,1.61,1.61
5.44,7.75,0.43,8.61,9.66,9.66
5.85,7.87,0.27,15.89,16.73,16.73
6.10,7.95,0.04,21.21,21.21,21.49
6.32,7.80,0.00,22.19,22.19,22.19
6.49,7.80,0.15,22.12,22.12,22.12
6.79,7.84,0.30,21.00,21.00,21.00
7.21,7.75,0.36,19.11,18.34,18.34
7.47,7.56,0.37,15.82,14.91,14.91
7.42,7.21,0.30,13.16,13.16,13.02
7.35,6.91,0.28,12.81,12.81,12.81
7.36,6.66,0.19,12.95,13.02,13.16
7.24,6.46,0.23,12.81,12.88,13.16
6.81,6.15,0.33,14.77,14.77,15.12
6.31,6.01,0.47,18.97,20.37,20.37
5.76,5.78,0.66,24.57,24.57,25.41
5.53,5.97,0.85,25.48,25.48,25.48
5.47,6.25,0.89,19.18,19.18,16.73
5.56,6.35,0.66,6.65,6.65,6.65
5.70,6.36,0.19,-3.50,-4.41,-4.41
6.00,6.71,-0.24,-9.52,-11.48,-12.53
5.96,6.71,-0.63,-16.45,-16.45,-17.78
5.53,6.38,-0.63,-17.22,-17.22,-17.22
5.66,6.18,-0.35,-7.77,-7.77,-7.77
6.06,6.81,-0.23,-0.42,0.63,0.63
6.18,7.44,-0.22,7.00,7.00,7.49
6.06,7.56,-0.11,10.29,10.29,10.78
5.82,7.35,-0.12,16.24,16.24,16.24
5.95,7.61,-0.20,20.72,20.72,20.72
6.29,8.22,-0.04,22.89,22.89,22.89
6.22,8.46,-0.08,25.34,25.34,25.34
6.45,8.72,-0.15,25.41,24.99,24.99
6.65,8.15,-0.05,19.74,19.74,18.90
7.14,7.87,-0.08,15.68,14.28,13.58
7.53,7.75,-0.20,10.15,10.15,9.59
7.70,7.59,-0.34,3.85,3.85,3.29
7.72,7.39,-0.43,-0.28,-0.28,-0.28
7.75,7.17,-0.51,-3.92,-4.34,-4.34
7.67,6.67,-0.44,-5.67,-5.53,-5.53
7.40,6.37,-0.37,-2.87,-2.38,-2.38
7.13,6.01,-0.30,1.96,3.15,5.60
6.78,5.78,-0.22,11.90,13.30,13.30
6.60,5.93,-0.30,24.15,25.20,25.20
6.44,6.17,-0.38,29.82,32.27,32.27
6.14,6.49,-0.53,35.56,36.12,37.10
5.65,6.94,-0.70,39.34,39.76,39.76
4.95,7.91,-0.92,41.16,41.02,41.02
4.35,9.06,-1.14,36.54,35.42,35.42
4.06,9.56,-1.29,24.15,24.15,24.15
4.21,9.41,-1.48,9.17,9.17,7.77
4.67,8.26,-1.47,2.87,2.10,1.89
5.55,7.19,-1.37,3.50,5.04,5.88
6.31,6.59,-1.25,15.40,15.40,15.40
6.78,6.91,-1.43,27.93,28.77,28.77
6.78,7.72,-1.50,30.80,29.47,29.47
6.50,8.48,-1.45,23.52,22.05,18.55
7.02,8.54,-1.55,9.24,7.35,7.35
7.23,7.72,-1.57,-4.97,-4.97,-5.88
7.17,7.17,-1.52,-8.54,-8.54,-8.40
7.00,6.70,-1.36,-7.14,-7.14,-6.65
6.82,6.47,-1.07,-1.96,-1.05,-1.05
6.39,6.52,-0.98,6.37,6.37,6.37
5.70,6.59,-0.94,13.16,13.16,13.16
5.64,7.28,-1.23,20.93,20.93,20.93
5.82,7.88,-1.75,24.22,24.50,24.50
5.80,7.94,-2.42,24.99,24.92,24.92
5.79,7.87,-2.75,24.08,24.08,24.08
6.37,7.84,-2.92,23.17,22.82,22.47
6.89,8.00,-2.77,19.81,19.81,19.81
6.65,8.18,-2.63,12.39,11.48,11.48
6.10,8.11,-2.60,7.77,6.37,6.37
