aX,aY,aZ,gX,gY,gZ
-8.47,-0.20,2.35,6.44,5.74,5.74
-8.42,0.08,2.25,1.26,1.05,1.05
-8.46,0.11,2.12,0.35,0.14,0.14
-8.06,0.70,2.14,-0.14,-0.14,-0.14
-7.47,1.58,2.22,-1.61,-1.61,-2.03
-7.04,1.97,2.09,-5.32,-5.32,-5.88
-6.62,2.49,2.10,-9.03,-9.03,-9.03
-6.55,2.49,2.11,-10.15,-10.22,-10.15
-5.81,2.90,2.32,-9.31,-9.10,-9.10
-5.13,3.21,2.56,-8.61,-8.61,-8.61
-5.12,3.41,2.59,-8.05,-7.84,-7.84
-5.34,3.37,2.68,-5.74,-5.74,-5.74
-5.70,3.21,2.74,0.98,2.94,2.94
-5.65,3.68,2.89,8.61,10.15,10.15
-5.36,4.37,2.93,12.95,12.95,12.95
-5.64,4.59,3.06,10.22,10.22,10.22
-6.72,4.59,3.00,3.85,3.85,3.85
-7.33,4.55,2.92,1.26,1.26,1.26
-7.59,4.16,2.86,2.73,3.43,3.43
-8.32,3.92,2.91,4.69,4.69,4.69
-9.44,3.80,2.71,5.53,5.53,5.53
-10.12,3.55,2.66,7.91,8.96,8.96
-10.21,3.64,2.57,12.39,13.02,13.37
-10.18,4.16,2.51,14.77,14.70,14.70
-10.16,4.67,2.50,13.09,13.09,11.90
-10.13,4.80,2.40,8.96,8.96,8.96
-9.99,4.83,2.21,6.09,6.09,6.09
-9.73,5.02,2.14,4.48,4.27,4.27
-9.57,5.08,2.05,2.94,2.24,2.24
-9.47,4.96,2.13,0.49,0.49,0.49
-9.43,5.10,2.19,0.56,0.56,0.56
-9.32,4.80,2.22,2.31,2.66,2.66
-9.25,4.83,2.36,4.62,4.62,4.76
-8.78,4.76,2.50,7.14,7.14,7.14
-8.44,4.97,2.51,8.89,8.89,8.89
-8.36,5.12,2.52,10.50,11.06,11.06
-8.41,5.34,2.51,11.55,11.48,11.48
-8.38,5.63,2.47,10.85,10.85,10.85
-8.25,5.92,2.40,10.08,9.80,9.80
-8.08,6.30,2.36,7.77,7.56,7.56
-8.05,6.39,2.28,5.39,5.11,5.11
