aX,aY,aZ,gX,gY,gZ
-7.32,4.76,-11.21,-6.16,-6.16,-6.72
-8.38,5.72,-10.91,-11.55,-11.55,-16.87
-8.56,6.51,-10.66,-29.61,-29.61,-32.62
-7.66,6.49,-10.85,-55.44,-58.87,-58.87
-6.82,6.11,-11.09,-81.76,-81.76,-85.05
-6.23,5.65,-11.04,-108.78,-108.78,-110.8
-6.14,5.28,-10.65,-121.66,-121.66,-122.7
-5.97,4.16,-10.24,-126.28,-126.35,-126.3
-5.89,3.84,-9.60,-125.72,-125.72,-125.86
-5.78,3.94,-9.22,-127.75,-128.80,-129.43
-5.59,3.44,-8.84,-131.60,-131.60,-131.53
-5.49,2.99,-8.11,-128.03,-128.03,-128.03
-5.40,3.30,-7.45,-122.99,-122.99,-122.99
-5.36,4.14,-6.68,-118.37,-118.37,-118.37
-4.58,4.55,-5.27,-129.43,-129.43,-129.43
-4.38,3.06,-5.05,-134.54,-135.31,-135.31
-3.77,2.42,-4.34,-143.22,-143.22,-143.71
-3.69,2.04,-3.93,-144.69,-144.69,-144.69
-3.07,1.82,-3.14,-142.17,-142.17,-140.98
-1.63,0.93,-2.64,-126.63,-126.63,-124.11
-0.85,0.00,-2.10,-112.21,-112.21,-109.97
-1.09,0.22,-1.12,-96.95,-96.95,-96.53
-0.72,0.97,-0.40,-101.57,-101.57,-101.57
0.14,1.70,0.04,-112.00,-112.00,-112.00
0.54,0.64,1.51,-127.54,-127.54,-127.54
0.15,0.33,3.17,-135.17,-135.17,-135.17
0.09,1.20,4.34,-140.00,-140.00,-141.68
0.34,1.96,5.42,-147.21,-147.21,-147.21
0.17,-0.40,6.81,-142.45,-142.45,-142.45
0.54,-1.25,7.48,-135.59,-134.33,-134.33
1.16,-0.99,8.20,-126.35,-124.39,-124.39
0.45,0.15,9.68,-117.32,-117.32,-117.32
1.00,-1.01,9.90,-112.84,-111.02,-111.02
2.31,-0.29,9.65,-105.14,-104.51,-104.51
2.57,0.32,9.11,-101.99,-101.99,-102.55
2.77,0.12,8.62,-110.25,-110.25,-110.25
