aX,aY,aZ,gX,gY,gZ
-9.36,-3.01,2.57,9.87,9.17,9.17
-9.21,-3.01,2.52,4.13,4.13,3.57
-8.92,-2.72,2.46,0.84,-0.28,-0.98
-8.80,-2.52,2.40,-4.41,-4.41,-6.51
-8.55,-2.30,2.23,-10.92,-10.92,-10.92
-8.30,-2.28,2.02,-15.75,-15.75,-15.75
-8.00,-2.30,1.88,-17.50,-17.50,-17.50
-7.89,-2.35,1.73,-18.83,-19.18,-19.18
-7.83,-2.50,1.61,-20.30,-20.30,-20.51
-7.92,-2.74,1.50,-22.96,-22.96,-22.96
-8.12,-3.08,1.45,-24.50,-24.99,-24.99
-8.38,-3.46,1.33,-26.25,-26.25,-26.25
-8.68,-3.63,1.10,-27.30,-27.30,-27.30
-9.06,-3.81,0.99,-27.93,-27.93,-27.93
-9.34,-3.81,0.81,-28.63,-28.63,-28.63
-9.57,-3.69,0.65,-29.47,-29.68,-29.68
-9.60,-3.63,0.45,-30.24,-30.17,-30.24
-9.61,-3.59,0.21,-29.05,-28.77,-28.77
-9.63,-3.55,0.06,-25.62,-25.13,-25.13
-9.73,-3.51,0.03,-21.14,-20.44,-20.44
-9.85,-3.50,0.07,-16.03,-15.47,-15.47
-9.91,-3.52,0.15,-10.50,-9.66,-9.66
-9.83,-3.61,0.20,-5.74,-3.08,-3.08
-9.75,-3.91,0.40,3.36,3.36,4.27
-9.60,-4.05,0.59,12.60,12.60,12.60
-9.49,-4.25,0.75,18.34,18.34,18.34
-9.30,-4.33,0.89,23.80,23.80,23.80
-9.15,-4.41,0.99,28.91,28.91,28.91
-9.00,-4.44,1.01,31.01,31.36,31.36
-8.86,-4.34,1.02,33.11,33.11,33.18
-8.57,-3.95,0.91,29.89,29.89,29.89
-8.42,-3.80,0.89,26.74,26.74,26.74
-8.38,-3.67,0.88,23.73,23.73,23.73
-8.37,-3.67,0.90,20.58,20.58,20.58
-8.46,-3.72,0.95,18.13,17.99,17.99
-8.60,-3.78,1.01,17.57,17.64,17.64
-8.82,-3.85,1.10,17.78,17.78,17.78
-9.04,-3.87,1.15,18.27,18.41,18.41
-9.15,-3.91,1.28,19.39,19.39,19.39
-9.23,-3.94,1.35,20.51,20.51,20.51
-9.27,-3.98,1.45,19.95,19.95,19.95
-9.37,-4.05,1.53,17.78,16.87,16.87
-9.39,-4.17,1.69,12.88,11.41,11.41
-9.29,-4.27,1.87,7.14,4.62,4.62
-9.23,-4.44,2.05,-1.05,-1.05,-1.05
-9.08,-4.53,2.11,-7.77,-7.77,-7.77
-8.94,-4.54,2.07,-11.13,-11.13,-11.13
-8.71,-4.48,1.94,-12.95,-12.95,-13.02
-8.52,-4.40,1.77,-12.95,-12.95,-12.95
-8.30,-4.35,1.56,-9.66,-9.66,-9.66
-8.20,-4.33,1.45,-4.62,-4.62,-4.62
-8.25,-4.31,1.44,-0.07,-0.07,1.54
-8.49,-4.22,1.50,6.86,7.63,7.63
-9.08,-4.10,1.87,14.98,14.98,15.33
-9.33,-3.84,2.08,16.10,16.10,16.10
-9.40,-3.48,2.21,14.14,14.14,13.58
-9.38,-3.18,2.27,9.87,7.77,6.72
-9.29,-2.76,2.34,-2.45,-2.45,-2.45
-9.25,-2.57,2.38,-15.40,-15.40,-15.40
-9.39,-2.71,2.38,-28.84,-32.20,-32.20
-9.56,-3.26,2.37,-49.42,-50.26,-50.26
-9.47,-3.46,2.34,-53.55,-53.55,-53.76
-9.24,-3.57,2.22,-53.55,-53.55,-53.55
-8.96,-3.67,2.18,-50.47,-49.49,-49.49
-8.74,-3.80,2.17,-45.29,-45.29,-43.54
-8.53,-4.01,2.19,-38.01,-38.01,-38.01
-8.31,-4.20,2.19,-28.49,-27.44,-27.44
-8.15,-4.33,2.17,-20.93,-20.93,-19.88
-8.08,-4.45,2.21,-10.64,-10.64,-10.64
-8.05,-4.58,2.21,-5.39,-5.39,-4.48
-8.07,-4.66,2.26,2.10,2.10,2.10
-8.15,-4.70,2.25,5.95,7.00,7.00
-8.20,-4.70,2.20,9.66,9.66,10.01
-8.33,-4.66,2.12,12.25,12.25,12.25
-8.50,-4.60,2.08,12.95,12.95,12.95
-8.64,-4.57,2.02,13.44,13.58,13.58
-8.80,-4.58,1.96,13.16,13.16,13.16
-8.87,-4.58,1.94,12.81,12.81,12.74
-8.94,-4.60,1.97,12.88,12.88,12.95
-9.05,-4.56,2.10,13.65,13.65,13.65
-9.14,-4.42,2.30,14.49,14.49,14.70
-9.15,-4.22,2.45,15.47,15.47,15.61
-9.11,-3.97,2.55,15.96,16.38,16.24
-8.98,-3.75,2.64,16.66,16.66,16.73
-8.77,-3.45,2.59,16.38,16.38,16.17
-8.63,-3.27,2.58,14.63,14.63,14.21
-8.56,-3.07,2.57,12.32,11.41,10.92
-8.65,-3.04,2.62,8.68,7.77,7.28
-8.76,-3.01,2.68,5.32,5.32,4.27
-8.93,-3.09,2.69,2.80,2.80,2.59
-9.13,-3.13,2.72,0.84,0.84,0.49
-9.19,-3.17,2.59,-2.03,-2.03,-2.03
-9.18,-3.21,2.50,-3.78,-3.78,-3.78
-9.11,-3.28,2.28,-5.74,-5.88,-5.88
-9.05,-3.33,2.03,-7.77,-7.77,-7.77
-9.09,-3.40,1.81,-9.03,-9.17,-9.17
-9.12,-3.51,1.67,-9.59,-9.59,-9.59
-9.11,-3.50,1.62,-9.80,-9.80,-9.80
