aX,aY,aZ,gX,gY,gZ
-5.07,8.86,1.98,-0.35,-0.70,-0.70
-5.69,8.46,1.86,-1.68,-1.68,-1.54
-6.09,8.14,1.76,-0.56,-0.56,-0.56
-6.08,7.93,1.64,-0.63,-0.77,-0.77
-6.10,7.76,1.59,-2.52,-2.87,-2.87
-6.15,7.52,1.52,-5.11,-6.79,-6.79
-6.65,7.29,1.36,-9.87,-10.57,-11.83
-7.35,6.97,1.29,-15.61,-16.03,-16.03
-7.94,6.81,1.30,-19.32,-19.32,-19.32
-8.39,6.71,1.45,-26.53,-26.53,-26.53
-9.07,6.65,1.48,-29.96,-29.96,-29.96
-9.30,6.44,1.56,-29.40,-29.12,-29.12
-8.94,6.44,1.80,-27.65,-27.65,-27.44
-8.51,6.69,2.14,-25.62,-25.62,-25.62
-8.20,6.79,2.44,-23.87,-23.87,-23.87
-8.82,7.14,2.72,-16.24,-15.33,-15.33
-9.41,7.26,2.64,-10.99,-8.26,-8.26
-9.86,7.35,2.59,-3.36,-2.31,-0.14
-10.02,7.46,2.44,8.40,9.80,9.80
-9.78,7.69,2.51,18.27,19.53,19.53
-9.34,8.08,2.58,26.53,27.30,27.30
-9.04,8.57,2.66,32.06,32.06,32.55
-8.78,8.88,2.71,35.00,35.00,35.28
-9.27,9.33,2.68,35.77,35.91,35.98
-9.89,9.60,2.57,36.47,36.47,36.54
-10.36,9.97,2.52,36.33,36.33,36.33
-10.34,10.23,2.50,35.21,35.21,35.00
-9.93,10.38,2.41,33.60,33.60,32.62
-9.40,10.62,2.26,29.89,29.89,29.89
-9.04,10.75,2.09,24.71,24.71,24.71
-8.77,10.83,1.90,20.51,20.51,20.51
-8.63,10.79,1.57,15.33,14.84,14.84
-8.27,10.71,1.40,11.90,11.27,11.27
-7.81,10.69,1.24,6.86,5.46,4.76
-5.76,10.33,0.93,-9.94,-9.94,-9.94
-5.10,10.14,0.78,-21.00,-22.26,-22.26
-4.35,10.01,0.76,-31.92,-33.39,-33.39
-3.46,9.70,0.78,-42.98,-44.59,-44.59
-3.04,9.34,0.76,-55.23,-55.23,-56.63
-2.40,8.67,0.82,-68.39,-68.39,-69.65
-1.87,8.22,0.88,-75.81,-75.81,-75.81
-1.42,7.56,1.03,-81.41,-81.41,-81.41
-0.78,6.81,1.26,-83.44,-83.37,-83.37
-0.00,6.11,1.46,-82.39,-82.04,-82.04
0.38,5.82,1.57,-78.19,-78.19,-77.63
0.95,5.39,1.64,-72.38,-72.38,-71.26
1.82,4.89,1.76,-62.65,-62.65,-62.65
2.98,4.19,1.90,-50.12,-50.12,-50.12
4.08,3.98,2.04,-40.88,-40.88,-40.88
4.98,3.65,2.31,-32.34,-32.34,-32.34
5.46,3.10,2.53,-23.59,-23.59,-23.59
5.80,2.64,2.68,-14.35,-14.35,-14.35
5.96,2.18,2.74,-7.84,-7.84,-6.86
6.31,1.95,2.72,1.26,1.26,1.26
6.81,1.55,2.73,6.44,7.98,7.98
7.38,1.00,2.65,13.02,13.02,14.70
8.26,0.33,2.62,19.39,19.39,19.39
9.15,-0.60,2.79,24.29,24.29,24.29
9.85,-1.32,3.07,27.02,27.02,27.02
10.50,-2.40,3.34,28.63,28.63,28.63
10.67,-2.81,3.67,27.79,27.79,27.79
10.26,-2.70,3.73,23.10,22.47,22.47
9.42,-2.21,3.57,18.97,17.15,17.15
8.24,-1.47,3.07,14.28,14.28,14.28
7.72,-0.57,2.64,12.95,12.95,12.95
7.59,0.42,2.45,13.23,13.37,13.37
7.94,1.36,2.21,14.00,14.21,14.21
8.45,1.87,2.12,14.84,14.84,14.84
9.02,2.31,2.11,14.42,14.21,14.21
9.32,2.58,2.21,12.60,12.32,12.32
9.15,2.76,2.40,10.78,10.78,10.78
8.57,3.16,2.52,10.15,10.15,10.15
7.88,3.50,2.65,10.50,10.50,10.50
7.11,3.92,2.66,11.97,11.97,12.32
6.56,4.07,2.62,14.42,15.26,15.68
6.31,4.39,2.65,17.43,17.43,17.43
6.12,4.66,2.60,19.88,19.88,20.44
5.86,4.98,2.57,28.98,28.98,28.98
5.32,5.57,2.48,38.78,38.78,38.78
4.71,6.29,2.35,44.59,46.20,46.20
3.80,7.09,2.07,49.21,49.21,49.70
2.93,8.02,1.74,49.63,49.56,49.56
2.66,8.71,1.52,45.08,45.08,44.38
2.70,9.31,1.43,38.57,38.57,37.38
3.42,9.49,1.51,28.07,28.07,26.60
3.93,9.60,1.60,13.58,13.58,13.58
3.85,9.57,1.67,3.50,3.50,3.50
3.14,9.47,1.69,-1.75,-3.01,-3.01
2.80,9.14,1.80,-5.60,-5.60,-6.16
2.30,8.82,1.97,-8.61,-8.61,-8.61
1.61,8.63,1.96,-5.60,-5.60,-5.60
0.82,8.54,1.94,1.82,1.82,1.82
0.45,8.71,1.99,8.68,8.68,10.57
0.21,9.13,1.98,15.05,15.05,15.05
-0.11,9.52,1.87,18.97,19.32,19.32
-0.13,9.65,1.84,19.88,19.88,19.74
0.08,9.72,1.79,16.17,16.17,16.17
-0.15,9.74,1.70,3.85,3.85,3.85
-1.11,9.69,1.58,-6.93,-6.93,-6.93
-2.02,9.46,1.59,-13.37,-13.37,-13.37
-2.50,9.19,1.65,-16.10,-16.87,-16.87
-2.53,8.87,1.77,-19.11,-19.11,-19.46
-2.75,8.61,1.78,-19.39,-19.39,-19.39
-2.95,8.17,1.81,-15.68,-13.79,-13.79
-3.51,7.87,1.79,-6.44,-6.44,-3.43
-4.36,7.80,1.69,10.78,10.78,10.78
-4.79,8.12,1.63,24.85,26.11,26.11
-5.18,8.63,1.63,31.01,31.43,31.43
-5.63,9.09,1.59,31.36,31.36,30.94
-6.23,9.44,1.56,28.28,28.28,27.65
-6.23,9.63,1.67,21.35,21.35,19.95
-6.17,9.77,1.79,6.37,6.37,6.37
-6.30,9.61,1.69,-6.51,-6.51,-6.51
-6.81,9.27,1.60,-15.75,-15.75,-15.75
-7.00,8.81,1.53,-25.13,-26.11,-26.11
-6.81,8.35,1.64,-32.62,-32.62,-33.46
-6.79,8.08,1.84,-39.69,-39.69,-39.69
-7.00,7.63,2.01,-40.60,-40.60,-40.60
-7.44,7.24,2.11,-37.03,-37.03,-37.03
-7.86,7.08,2.26,-29.82,-29.82,-27.58
-8.61,7.03,2.31,-18.06,-16.45,-16.45
-9.04,7.08,2.25,0.14,0.14,2.38
-9.06,7.31,2.23,17.29,17.29,19.60
-8.88,7.81,2.13,32.69,32.69,34.86
-8.36,8.36,2.17,52.22,52.22,52.22
-8.25,9.20,2.19,60.20,62.30,62.30
-8.40,9.98,2.00,67.20,67.20,67.55
-8.58,10.54,1.80,68.39,68.39,68.18
-8.89,11.07,1.70,63.63,63.63,63.63
-9.09,11.55,1.65,56.63,56.63,55.44
-9.01,11.88,1.59,44.03,44.03,44.03
-8.87,12.12,1.56,31.01,31.01,31.01
-8.75,12.15,1.50,20.51,18.83,18.83
-8.59,11.92,1.36,6.51,6.51,6.51
-8.53,11.72,1.25,-4.69,-5.81,-5.81
-8.48,11.40,1.20,-10.29,-10.99,-12.32
-8.04,10.90,1.17,-14.28,-14.56,-14.56
-6.72,9.89,1.19,-14.70,-14.49,-14.49
-5.96,9.63,1.20,-12.74,-12.74,-12.74
-5.19,9.27,1.19,-10.29,-10.29,-10.29
-4.71,9.03,1.04,-8.96,-8.96,-8.61
-3.81,8.70,0.81,-9.03,-9.03,-9.03
-2.77,8.41,0.77,-10.36,-10.36,-10.36
-1.98,8.03,0.70,-12.04,-12.11,-12.11
-1.34,7.78,0.66,-10.99,-10.64,-10.64
-0.65,7.43,0.70,-8.19,-6.86,-6.86
0.40,7.14,0.79,-5.46,-5.32,-5.39
1.80,6.70,0.94,-9.87,-10.36,-10.36
1.92,6.64,0.89,-13.51,-13.93,-13.93
2.26,6.36,0.92,-15.75,-16.45,-16.73
3.01,5.84,1.02,-18.13,-18.13,-18.62
3.75,5.31,1.24,-21.49,-21.49,-21.63
4.16,4.94,1.46,-21.21,-21.21,-21.00
4.69,4.12,1.58,-18.55,-18.55,-16.73
5.19,3.47,1.60,-12.39,-12.39,-12.39
5.65,2.90,1.49,-7.63,-7.14,-7.14
6.33,2.51,1.29,-3.85,-3.36,-3.36
7.06,2.10,1.04,-0.70,-0.70,-0.28
7.92,1.53,1.00,2.17,3.29,3.29
8.74,0.96,1.10,6.44,6.44,6.72
9.13,0.46,1.15,9.87,10.29,10.29
9.41,-0.07,1.30,11.97,11.97,11.97
9.82,-0.66,1.54,10.50,10.50,10.50
10.08,-1.52,1.59,7.56,7.56,7.56
10.37,-2.01,1.74,2.10,2.10,1.26
10.35,-2.28,1.78,-2.52,-4.90,-4.90
9.69,-2.20,1.61,-9.24,-9.24,-9.24
9.00,-1.71,1.32,-10.22,-10.22,-10.22
8.72,-1.10,1.14,-8.40,-7.56,-7.56
8.91,-0.32,1.00,-4.13,-4.13,-3.01
9.31,0.76,0.79,0.70,1.19,1.19
9.55,1.87,0.67,3.50,3.50,3.50
9.74,2.37,0.66,3.36,3.36,3.15
9.82,2.96,0.71,0.63,0.63,0.14
9.72,3.39,0.79,-4.27,-4.27,-5.04
9.36,3.68,0.80,-9.10,-10.78,-11.69
8.87,3.92,1.00,-17.57,-17.57,-18.34
8.18,4.20,1.12,-23.73,-23.73,-24.43
7.45,4.39,1.28,-28.21,-29.61,-29.61
7.09,4.40,1.57,-33.46,-34.30,-34.30
6.79,4.31,1.83,-36.68,-36.68,-36.96
6.55,4.08,2.24,-35.70,-35.70,-35.70
6.49,4.00,2.64,-28.91,-27.65,-27.65
6.24,4.12,2.80,-18.62,-18.62,-18.62
5.58,4.32,2.91,-5.39,-3.99,-3.99
4.54,4.61,2.90,7.21,7.21,9.10
3.80,4.99,2.83,21.63,21.63,23.38
3.53,5.49,2.78,34.79,34.79,36.19
3.53,6.23,2.77,43.05,44.24,44.24
2.97,7.09,2.71,46.48,46.48,47.11
2.34,8.02,2.62,48.79,48.79,49.14
2.12,9.15,2.54,48.51,48.51,48.51
1.99,9.83,2.42,43.26,42.49,42.49
1.91,10.30,2.36,38.01,34.93,34.93
2.19,10.47,2.36,29.68,29.68,26.46
2.88,10.37,2.42,18.06,18.06,17.01
2.98,10.07,2.36,8.89,8.05,8.05
2.65,9.75,2.34,1.47,1.47,1.19
1.69,9.29,2.27,0.91,0.91,1.33
1.22,8.84,2.25,6.37,6.37,6.37
0.55,8.53,2.16,10.92,10.92,10.92
-0.24,8.44,1.99,17.78,17.78,17.78
-1.15,8.61,1.84,23.10,23.10,23.80
-1.67,8.88,1.60,30.10,30.10,30.10
-1.77,9.36,1.51,31.92,31.92,31.92
-1.50,9.68,1.48,29.61,29.61,29.61
-1.48,9.87,1.42,23.94,23.94,23.03
-1.81,9.95,1.39,13.58,13.58,13.58
-2.66,9.93,1.35,6.09,6.09,6.09
-3.33,9.82,1.38,-0.07,-0.07,-0.07
-3.57,9.64,1.52,-5.60,-5.60,-5.60
-3.69,9.49,1.62,-12.04,-12.04,-12.04
-3.76,9.20,1.75,-15.19,-16.03,-16.03
-4.04,8.89,1.77,-18.06,-18.06,-18.34
-4.43,8.67,1.86,-18.55,-18.55,-18.55
-5.03,8.48,1.87,-14.63,-14.63,-14.63
-5.38,8.29,1.83,-9.52,-9.52,-9.52
-5.50,8.19,1.81,-5.88,-5.88,-5.88
-5.73,8.12,1.75,-2.94,-2.66,-2.66
-6.06,8.02,1.77,-1.19,-0.70,-0.70
-6.68,8.00,1.79,-0.91,-0.91,-0.91
-6.90,7.89,1.75,-5.18,-5.81,-5.81
-7.20,7.69,1.68,-10.29,-10.29,-10.29
-7.52,7.36,1.56,-16.52,-17.01,-17.01
-8.01,7.10,1.44,-19.74,-20.16,-20.16
-8.33,6.75,1.46,-22.26,-22.26,-22.26
-8.44,6.54,1.54,-24.78,-25.13,-25.13
-8.44,6.51,1.65,-27.79,-29.75,-29.75
-8.61,6.53,1.90,-33.60,-35.91,-35.91
-9.06,6.43,2.19,-39.55,-40.18,-41.30
-9.38,6.26,2.44,-43.47,-43.75,-43.75
-9.32,5.98,2.62,-44.94,-44.94,-44.94
-9.11,5.71,2.77,-44.94,-44.80,-44.80
-9.05,5.41,2.80,-44.31,-43.47,-43.47
-9.22,5.09,2.74,-41.58,-39.83,-39.83
-9.54,4.86,2.71,-36.75,-34.51,-34.51
-9.67,4.55,2.69,-29.82,-26.74,-26.74
-9.50,4.29,2.66,-21.35,-19.25,-18.20
-9.10,4.19,2.69,-11.97,-11.97,-11.97
-8.88,4.08,2.67,-6.44,-5.81,-5.81
-8.92,3.94,2.60,-3.01,-2.66,-2.66
-9.10,3.83,2.57,-1.05,-0.21,-0.21
-9.26,3.74,2.50,1.05,1.54,1.54
-9.37,3.63,2.42,2.24,2.38,2.31
-9.27,3.56,2.37,2.17,2.17,2.17
-9.16,3.41,2.29,0.21,-0.14,-0.14
-9.06,3.30,2.22,-2.59,-2.94,-2.94
-8.94,3.22,2.17,-5.60,-5.60,-5.95
-8.98,3.10,2.16,-8.26,-8.26,-8.54
-9.01,2.91,2.16,-9.94,-9.94,-10.08
-8.96,2.69,2.18,-12.67,-12.67,-12.95
-8.98,2.53,2.19,-14.00,-14.00,-14.07
-8.96,2.41,2.16,-13.79,-13.79,-13.65
