aX,aY,aZ,gX,gY,gZ
-13.74,1.67,-0.67,21.98,21.98,21.98
-13.85,1.89,-0.30,16.73,16.73,16.03
-13.77,1.67,-0.24,11.97,11.97,11.97
-13.73,1.34,0.02,3.29,3.29,2.17
-13.45,0.66,0.07,-5.74,-7.00,-7.00
-12.85,0.11,0.18,-16.45,-16.45,-17.15
-12.76,-1.05,0.35,-19.74,-19.74,-20.09
-12.09,-1.39,0.45,-21.84,-22.75,-22.75
-10.93,-1.76,0.47,-26.74,-26.74,-27.30
-10.07,-2.35,0.45,-30.45,-30.45,-30.45
-9.78,-3.47,0.45,-29.26,-28.42,-28.42
-9.12,-4.02,0.49,-26.39,-26.39,-25.97
-7.76,-3.91,0.56,-27.16,-27.16,-27.16
-6.37,-3.46,0.41,-31.64,-31.64,-32.48
-4.40,-3.37,0.17,-38.22,-38.99,-38.99
-3.06,-3.33,-0.16,-45.57,-45.57,-46.13
-1.16,-3.10,-0.40,-51.03,-51.03,-51.03
0.58,-2.60,-0.92,-60.83,-60.83,-60.83
2.32,-2.12,-1.40,-69.37,-69.37,-69.37
4.39,-1.62,-1.95,-77.56,-78.68,-78.68
6.80,-1.55,-2.36,-85.61,-86.45,-86.45
9.03,-1.95,-2.79,-88.90,-88.97,-88.97
10.28,-1.88,-3.18,-87.64,-87.36,-87.36
10.81,-1.87,-3.38,-85.26,-83.51,-83.51
10.72,-2.19,-3.46,-77.14,-77.14,-75.88
9.93,-2.60,-3.27,-62.09,-62.09,-62.09
8.58,-3.33,-3.01,-49.07,-46.62,-44.10
7.02,-3.99,-2.47,-22.96,-22.96,-22.96
5.58,-4.40,-2.21,-3.08,-3.08,-3.08
4.22,-4.68,-1.97,11.62,13.23,13.23
3.35,-4.41,-1.83,21.14,22.96,22.96
3.10,-4.13,-1.67,27.02,27.02,28.14
2.86,-3.53,-1.12,36.40,36.40,36.40
1.65,-2.87,-1.04,36.68,36.68,36.68
0.04,-1.95,-0.98,32.83,32.83,32.83
-0.52,-1.40,-1.29,28.63,28.63,29.40
-1.45,-3.18,-0.62,37.03,39.48,39.48
-4.65,-1.94,0.01,66.78,68.95,68.95
-6.58,1.01,0.01,69.23,66.99,66.99
-6.77,5.15,-0.78,39.76,35.84,35.84
-9.81,4.34,-0.43,23.38,24.01,24.01
-14.02,1.07,0.49,42.98,47.04,47.04
-16.65,5.08,0.48,64.47,64.47,64.47
-17.38,7.68,0.41,33.11,33.11,33.11
-18.45,8.49,0.00,-0.84,-11.69,-11.69
-17.82,6.77,-1.02,-53.06,-38.92,-45.57
-17.41,3.58,-1.23,-57.40,-58.10,-58.10
-17.25,1.17,-1.87,-19.04,-17.01,-17.01
-17.06,0.97,-2.57,-6.37,-6.37,-4.69
-17.38,0.67,-2.76,10.22,10.22,10.22
-17.09,1.18,-2.65,16.59,16.59,16.59
-16.26,2.01,-2.79,15.75,15.75,15.75
-15.79,2.32,-2.73,10.85,10.29,10.29
-15.43,1.87,-2.27,8.05,8.05,7.91
-13.90,1.85,-1.60,7.14,6.86,6.86
-12.86,2.54,-0.98,3.43,3.43,3.08
-11.98,2.87,-0.45,-0.21,-0.21,-0.56
-11.47,3.04,-0.18,-2.24,-2.24,-2.24
-10.92,3.40,0.08,-3.57,-3.57,-3.57
-10.32,3.77,0.21,-3.92,-4.13,-4.13
-9.87,4.16,0.23,-4.41,-4.41,-4.62
-9.46,4.38,0.13,-5.39,-5.53,-6.16
