aX,aY,aZ,gX,gY,gZ
-6.21,1.21,-7.55,-3.15,-3.29,-3.29
-6.19,1.03,-7.31,-3.57,-3.57,-3.57
-6.18,1.00,-7.35,-0.91,-0.91,-0.91
-6.21,0.89,-7.21,0.84,1.33,1.33
-5.98,0.79,-7.26,3.71,4.62,4.62
-5.91,0.94,-7.39,7.42,7.42,7.42
-5.92,1.08,-7.37,8.75,8.75,8.75
-5.87,1.09,-7.55,9.03,9.03,9.03
-5.86,1.21,-7.68,8.96,8.82,8.82
-6.09,1.24,-7.58,7.63,7.63,7.42
-6.16,1.29,-7.49,5.04,5.04,4.62
-6.09,1.10,-7.72,1.05,1.05,1.05
-6.17,0.90,-7.57,0.91,0.91,0.91
-6.33,0.89,-7.55,1.47,1.47,1.47
-6.25,0.99,-7.73,0.56,0.56,0.56
-6.28,0.91,-7.85,0.28,0.28,0.28
-6.25,0.82,-7.80,1.82,1.82,1.82
-6.16,0.83,-7.92,3.43,3.43,3.78
-6.07,0.87,-8.06,5.11,5.11,5.25
-6.04,1.06,-8.11,5.74,5.74,5.74
-6.18,1.17,-8.16,5.11,4.97,4.97
-6.68,1.36,-8.00,-3.64,-4.97,-4.97
-6.66,1.38,-7.92,-8.61,-9.73,-9.73
-6.47,1.41,-7.67,-12.74,-12.74,-13.37
-6.33,1.26,-7.45,-14.91,-14.91,-14.91
-6.09,1.09,-7.36,-14.56,-14.42,-13.72
-5.92,0.98,-7.06,-12.18,-11.83,-11.83
-5.78,0.87,-6.97,-8.26,-7.84,-7.84
-5.80,0.96,-7.01,4.41,4.83,4.83
-5.90,1.23,-7.28,6.37,6.37,6.44
-6.05,1.44,-7.27,5.60,5.11,4.76
-6.12,1.44,-7.12,2.80,2.80,2.80
-6.22,1.32,-7.42,-0.14,-0.14,-0.14
-6.41,1.36,-7.49,-1.40,-1.47,-1.47
-6.50,1.37,-7.28,-2.59,-2.59,-2.59
-6.41,1.24,-7.61,-2.80,-2.80,-2.52
-6.29,0.97,-7.67,-0.70,0.28,0.77
-6.25,1.01,-7.47,4.48,4.48,4.83
-6.20,1.07,-7.83,6.30,6.30,6.51
-6.42,1.20,-7.68,7.98,7.84,7.84
-6.35,1.41,-7.91,5.53,5.53,5.04
-6.17,1.50,-8.10,2.52,2.52,2.10
-6.16,1.58,-7.91,-0.49,-0.49,-0.49
-6.20,1.74,-7.96,-4.97,-4.97,-4.97
-6.26,1.62,-8.14,-9.10,-9.10,-9.10
-6.22,1.22,-7.96,-9.03,-9.03,-8.89
-6.41,1.46,-7.37,-9.38,-9.38,-9.38
-6.39,1.50,-7.14,-11.27,-12.11,-12.11
-6.16,1.59,-6.83,-14.56,-15.19,-15.19
-5.80,1.50,-6.56,-16.73,-16.73,-16.73
-5.53,1.36,-6.92,-16.17,-15.89,-15.89
-5.56,1.37,-7.77,-13.58,-13.58,-13.23
-5.37,0.97,-8.31,-9.24,-9.24,-8.19
-5.99,0.89,-9.06,4.06,4.06,4.06
