aX,aY,aZ,gX,gY,gZ
-9.53,0.80,1.56,1.68,1.68,1.68
-9.60,0.89,1.57,0.14,0.14,0.14
-9.71,0.79,1.56,-0.35,-0.28,-0.28
-9.85,0.67,1.53,-0.28,-0.28,-0.07
-9.96,0.57,1.51,0.42,0.49,0.49
-9.92,0.62,1.51,0.98,0.98,0.98
-9.80,0.69,1.52,0.70,0.70,0.63
-9.69,0.73,1.50,0.07,0.07,0.07
-9.66,0.74,1.53,-0.35,-0.35,-0.35
-9.65,0.68,1.50,0.70,0.70,0.70
-9.70,0.72,1.47,0.98,1.05,1.05
-9.74,0.77,1.50,0.84,0.63,0.63
-9.89,0.73,1.48,0.07,0.07,0.07
-9.93,0.68,1.43,0.21,0.21,0.21
-9.91,0.77,1.43,0.07,0.07,0.07
-9.85,0.86,1.46,-1.05,-1.05,-1.05
-9.81,0.83,1.51,-2.38,-2.38,-2.38
-9.76,0.71,1.49,-3.08,-3.15,-3.15
-9.68,0.63,1.59,-2.94,-2.87,-2.87
-9.64,0.60,1.63,-2.17,-2.17,-2.24
-9.62,0.58,1.64,-0.98,-0.98,-0.98
-9.57,0.58,1.62,0.14,0.14,0.14
-9.54,0.61,1.68,1.33,1.33,1.33
-9.56,0.66,1.65,1.75,1.82,1.82
-9.60,0.67,1.64,2.10,2.10,2.03
-9.64,0.67,1.63,2.45,2.45,2.45
-9.66,0.72,1.55,2.52,2.52,2.52
-9.71,0.77,1.57,1.96,1.96,1.96
-9.78,0.81,1.58,0.98,0.91,0.91
-9.89,0.68,1.56,0.77,0.84,0.84
-9.99,0.57,1.56,1.54,1.82,2.03
-9.96,0.60,1.57,2.94,2.94,2.94
-9.82,0.79,1.57,3.29,3.29,3.29
-9.76,0.91,1.56,2.52,2.45,2.45
-9.83,0.91,1.54,2.24,2.24,2.10
-10.02,0.80,1.51,2.31,2.38,2.45
-10.26,0.71,1.48,3.43,3.57,3.57
-10.38,0.75,1.47,4.76,4.83,4.83
-10.51,0.82,1.43,6.44,6.72,6.72
-10.55,1.00,1.38,8.68,8.68,8.96
-10.68,1.30,1.40,9.24,9.24,9.24
-10.92,1.50,1.38,9.52,9.52,9.52
-11.37,1.64,1.37,10.29,10.29,10.29
-11.81,1.62,1.23,11.62,11.62,11.62
-12.26,1.56,0.89,14.07,14.07,14.07
-12.46,1.80,0.60,20.16,20.16,20.16
-12.75,2.37,0.56,21.84,21.42,21.42
-13.31,2.84,0.49,18.90,18.90,18.90
-13.80,2.91,0.19,14.35,14.35,14.35
-13.86,3.03,-0.15,13.86,14.07,14.07
-13.27,3.81,-0.30,13.09,13.09,13.09
-12.61,4.67,-0.33,6.79,5.88,5.88
-12.14,4.88,-0.45,0.56,-0.14,-0.14
-12.05,4.45,-0.79,-3.99,-3.99,-4.06
-11.59,4.00,-0.90,-2.94,-2.94,-2.59
-11.03,3.91,-0.76,0.07,0.07,0.07
-9.96,4.04,-0.61,0.07,-0.63,-0.63
-8.80,4.16,-0.58,-3.92,-5.39,-5.39
-8.18,3.77,-0.65,-9.03,-9.03,-9.59
-8.05,2.74,-1.14,-5.04,-5.04,-5.04
-7.72,2.61,-1.27,7.35,7.35,7.35
-4.92,6.13,-0.87,15.47,14.28,14.28
-4.12,7.26,-0.69,-0.07,-0.07,-0.07
-3.68,7.30,-0.62,-16.24,-17.50,-17.50
-3.46,6.95,-0.51,-23.45,-23.45,-23.45
-3.04,7.26,-0.22,-30.38,-30.38,-30.38
-2.29,7.26,-0.10,-37.24,-37.24,-37.24
1.44,5.98,0.06,-54.60,-54.60,-54.60
2.99,4.75,-0.02,-50.89,-46.62,-46.62
4.62,4.48,-0.08,-37.24,-35.28,-31.71
5.70,4.83,-0.00,-23.94,-22.47,-19.81
6.56,5.21,-0.35,-13.23,-12.18,-12.18
7.08,5.64,-0.69,-0.21,1.19,1.19
7.14,6.17,-0.72,8.12,8.12,8.12
6.88,7.08,-0.72,14.14,15.05,15.05
6.21,7.93,-0.87,16.52,16.52,16.52
5.18,8.42,-0.89,16.94,17.22,17.22
4.28,8.81,-0.92,18.97,18.97,19.25
3.17,8.89,-0.87,20.02,20.37,20.37
2.33,9.05,-0.81,20.65,20.44,20.44
1.73,9.63,-0.67,17.57,17.57,16.94
1.30,9.75,-0.59,11.27,11.27,11.27
1.15,9.71,-0.67,7.21,7.21,7.21
1.20,9.77,-0.77,4.06,3.01,3.01
1.37,9.85,-0.75,0.28,0.00,0.00
1.60,9.75,-0.61,-1.05,-1.05,-1.19
1.93,9.65,-0.49,-1.75,-1.75,-1.75
1.99,9.57,-0.39,-2.73,-2.73,-2.73
2.04,9.54,-0.31,-2.17,-2.17,-1.82
2.26,9.51,-0.21,-0.84,-0.63,-0.63
2.44,9.47,-0.22,-0.35,-0.35,-0.35
2.55,9.19,-0.24,0.21,0.70,0.70
2.75,8.85,-0.39,2.38,2.80,3.43
2.89,8.75,-0.48,4.83,5.18,5.18
3.06,8.86,-0.45,6.23,6.58,6.58
3.30,9.09,-0.45,7.00,7.14,7.14
3.53,9.17,-0.58,7.49,7.49,7.49
3.73,9.18,-0.67,6.93,6.30,6.30
3.98,9.46,-0.67,2.94,2.94,2.94
4.10,9.35,-0.69,-1.75,-1.75,-1.75
4.07,9.19,-0.88,-4.13,-4.13,-4.13
4.00,8.76,-1.01,-4.83,-4.90,-4.90
3.97,8.42,-0.98,-6.37,-6.65,-6.65
4.13,8.23,-0.96,-8.61,-8.61,-9.03
4.49,7.91,-0.94,-11.55,-11.55,-11.55
4.98,7.80,-0.87,-13.44,-13.44,-13.44
5.42,7.71,-0.71,-15.96,-15.96,-15.96
5.79,7.37,-0.62,-14.77,-14.77,-14.77
5.97,7.26,-0.50,-10.64,-10.01,-10.01
6.05,7.33,-0.35,-6.58,-4.13,-4.13
5.87,7.35,-0.21,2.24,2.24,2.24
5.70,7.55,-0.08,9.73,10.50,10.50
5.46,7.82,-0.10,13.37,14.70,14.70
5.06,7.90,-0.18,16.24,16.38,16.87
4.59,7.77,-0.28,17.92,18.13,18.13
4.25,7.76,-0.43,18.83,18.69,18.69
3.91,7.68,-0.46,11.83,11.83,11.83
3.84,7.83,-0.48,6.37,5.88,5.88
3.70,7.77,-0.46,3.36,3.22,3.22
3.29,7.36,-0.47,3.01,3.01,3.01
3.04,7.35,-0.50,2.03,2.03,1.75
2.61,7.57,-0.47,-0.35,-1.40,-1.96
1.89,7.58,-0.49,-3.64,-3.78,-3.78
1.25,7.66,-0.61,-2.10,-2.10,-1.68
0.18,7.80,-0.58,0.84,0.84,1.12
-0.91,8.01,-0.54,2.10,2.10,2.10
-1.72,7.92,-0.57,0.91,0.91,0.91
-2.39,7.09,-0.63,2.59,2.59,2.59
-3.03,6.67,-0.64,5.81,5.81,5.81
-3.85,6.78,-0.61,3.85,3.85,3.85
-4.55,7.11,-0.63,-1.12,-1.12,-1.12
-4.96,6.92,-0.54,-10.78,-10.78,-10.78
-5.41,6.48,-0.40,-16.94,-16.94,-16.94
-6.06,5.71,-0.37,-19.74,-19.74,-19.74
-6.66,4.55,-0.34,-18.90,-18.90,-18.90
-7.03,4.21,-0.25,-16.17,-16.17,-16.17
-7.18,4.36,-0.11,-13.02,-13.02,-12.88
-7.25,4.26,0.11,-14.98,-14.98,-14.98
-8.18,3.04,0.35,-20.02,-20.02,-20.02
-8.24,1.81,0.15,-19.39,-19.39,-18.76
-8.13,1.46,0.18,-13.23,-13.23,-13.23
-9.26,0.97,0.65,-15.68,-15.68,-16.66
-10.62,0.08,1.00,-24.08,-24.08,-25.41
-10.78,-0.60,0.72,-23.03,-23.03,-23.03
-10.26,-0.35,0.82,-15.61,-15.26,-15.26
-10.93,-0.79,1.36,-15.54,-15.89,-16.59
-11.72,-1.38,1.76,-17.29,-17.01,-17.01
-11.67,-2.00,2.10,-10.92,-10.15,-10.15
-10.57,-1.84,2.18,-10.08,-10.08,-10.08
-10.73,-3.05,2.41,-26.95,-26.95,-26.95
-11.31,-4.69,2.35,-38.50,-41.16,-41.16
-11.16,-5.44,2.56,-44.59,-44.59,-44.59
-11.21,-6.11,3.30,-41.30,-41.30,-41.30
-11.50,-6.60,3.63,-38.99,-38.15,-38.15
-11.23,-6.22,4.22,-35.49,-35.49,-35.07
-10.95,-6.37,4.90,-29.61,-29.61,-29.61
-10.91,-6.37,5.04,-23.45,-21.49,-21.49
-11.06,-6.09,4.91,-15.26,-15.26,-13.37
-11.02,-5.53,4.66,-7.49,-7.49,-7.49
-10.90,-5.03,4.50,1.19,1.19,1.19
-10.92,-4.94,4.25,8.47,8.47,10.99
-10.94,-5.08,3.76,21.28,21.28,21.28
-10.80,-4.84,3.43,29.96,29.96,29.96
-10.59,-4.57,3.26,34.02,34.02,34.02
-10.29,-4.28,3.02,34.72,34.72,34.72
-10.01,-4.13,2.79,33.25,33.25,33.25
-9.72,-4.04,2.66,30.87,30.87,30.87
-9.46,-4.02,2.65,27.37,27.37,27.37
-9.30,-4.20,2.65,24.99,24.99,24.99
