aX,aY,aZ,gX,gY,gZ
-8.28,-5.13,1.31,-4.27,-4.27,-4.27
-8.33,-4.99,1.31,-4.69,-4.69,-4.83
-8.34,-4.96,1.25,-5.60,-5.60,-5.60
-8.33,-5.03,1.20,-6.02,-6.02,-6.02
-8.34,-5.07,1.16,-6.23,-6.23,-6.23
-8.39,-5.05,1.12,-6.16,-5.95,-5.95
-8.42,-5.14,1.10,-5.53,-5.53,-5.32
-8.41,-5.24,1.13,-4.20,-4.06,-4.06
-8.36,-5.17,1.18,-3.29,-3.08,-3.08
-8.35,-5.14,1.15,-3.01,-3.08,-3.08
-8.31,-5.08,1.20,-3.08,-3.08,-3.08
-8.26,-5.07,1.28,-3.57,-3.64,-3.64
-8.29,-5.03,1.30,-4.55,-4.62,-4.62
-8.29,-5.07,1.29,-5.11,-5.11,-5.11
-8.24,-5.16,1.28,-4.97,-4.76,-4.76
-8.22,-5.24,1.29,-4.41,-4.41,-4.34
-8.27,-5.20,1.31,-3.99,-3.99,-3.99
-8.27,-5.27,1.30,-3.43,-3.36,-3.36
-8.28,-5.25,1.26,-2.80,-2.73,-2.73
-8.33,-5.29,1.27,-2.38,-2.38,-2.38
-8.37,-5.25,1.28,-2.17,-2.17,-2.17
-8.39,-5.13,1.28,-2.52,-2.52,-2.52
-8.43,-5.04,1.24,-3.01,-3.01,-3.29
-8.48,-4.91,1.28,-4.41,-4.55,-4.55
-8.52,-4.89,1.31,-6.23,-6.37,-6.37
-8.50,-5.08,1.34,-7.21,-7.21,-7.14
-8.54,-5.30,1.28,-6.09,-6.09,-5.67
-8.54,-5.44,1.23,-4.27,-3.92,-3.92
-8.51,-5.31,1.26,-1.75,-1.75,-1.61
-8.46,-5.16,1.29,-1.33,-1.33,-1.33
-8.45,-5.15,1.30,-1.61,-1.61,-1.61
-8.44,-5.25,1.27,-1.40,-1.19,-1.19
-8.41,-5.19,1.24,-0.70,-0.42,-0.42
-8.42,-5.06,1.33,-0.42,-0.56,-0.56
-8.45,-4.89,1.41,-2.03,-2.03,-2.10
-8.41,-4.98,1.41,-2.52,-2.52,-2.31
-8.37,-5.13,1.39,-0.91,-0.91,-0.91
-8.36,-5.06,1.41,1.89,2.17,2.17
-8.42,-4.93,1.42,2.59,2.66,2.66
-8.40,-4.84,1.40,2.24,1.96,1.96
-8.37,-4.79,1.31,1.75,1.68,1.54
-8.40,-4.85,1.24,1.40,1.40,1.47
-8.49,-4.90,1.27,1.68,1.68,1.68
-8.59,-4.92,1.28,1.89,1.89,1.89
-8.60,-4.92,1.27,1.96,1.96,1.96
-8.62,-4.84,1.26,2.24,2.24,2.24
-8.61,-4.79,1.22,2.66,2.66,2.66
-8.61,-4.81,1.14,2.94,3.15,3.15
-8.55,-4.77,1.13,3.64,3.78,3.92
-8.58,-4.53,1.18,3.43,3.43,3.36
-8.57,-4.42,1.24,1.68,1.68,1.68
-8.61,-4.43,1.25,0.84,0.49,0.49
-8.57,-4.51,1.27,0.00,0.00,-0.14
-8.60,-4.78,1.24,-0.07,0.21,0.21
-8.61,-4.91,1.21,1.40,1.40,1.61
-8.52,-4.75,1.14,2.31,2.31,2.24
-8.52,-4.57,1.19,1.12,0.91,0.91
-8.62,-4.62,1.23,-1.33,-1.33,-1.40
-8.68,-5.00,1.20,-1.54,-1.54,-1.54
-8.69,-5.07,1.23,0.07,0.07,0.35
-8.69,-4.97,1.26,2.17,2.17,2.17
-8.67,-4.80,1.29,3.22,3.29,3.29
-8.63,-4.62,1.34,3.36,3.29,3.29
-8.61,-4.46,1.38,3.01,3.01,2.94
-8.53,-4.42,1.36,2.87,2.87,2.87
-8.46,-4.37,1.30,2.73,2.73,2.66
-8.41,-4.44,1.29,2.31,2.31,2.31
-8.43,-4.66,1.28,2.94,2.94,2.94
-8.45,-4.86,1.25,5.04,5.18,5.18
-8.49,-4.80,1.25,7.35,7.35,7.35
-8.44,-4.69,1.26,7.42,7.42,7.42
-8.45,-4.76,1.18,7.28,7.28,7.28
-8.49,-4.79,1.14,7.42,7.42,7.42
-8.53,-4.63,1.12,6.23,6.23,6.23
-8.60,-4.58,1.17,3.01,3.01,3.01
-8.65,-4.76,1.10,0.63,0.63,0.63
-8.71,-4.85,1.12,0.56,0.56,0.77
-8.79,-4.83,1.24,1.47,1.47,1.47
-8.87,-4.83,1.28,3.36,3.36,3.36
-8.91,-4.83,1.28,5.53,5.53,5.53
-9.01,-4.71,1.35,6.86,6.86,6.86
-9.11,-4.54,1.38,6.37,6.37,6.37
-9.27,-4.41,1.45,4.55,4.55,4.55
-9.44,-4.47,1.42,1.96,1.96,1.96
-9.51,-4.63,1.38,1.75,1.96,1.96
