aX,aY,aZ,gX,gY,gZ
-3.51,1.30,-9.19,0.28,0.21,0.21
-3.24,1.23,-9.24,-1.19,-1.19,-1.33
-3.10,1.07,-9.25,-2.17,-2.17,-2.24
-3.06,1.02,-9.21,-3.01,-3.01,-3.01
-3.10,1.09,-9.14,-4.13,-4.13,-4.13
-3.28,1.19,-9.12,-4.62,-4.55,-4.55
-3.48,1.22,-9.16,-4.41,-4.41,-4.41
-3.33,1.16,-9.29,-1.68,-1.75,-1.75
-3.31,1.15,-9.32,-1.05,-1.05,-0.98
-3.35,1.24,-9.26,-1.26,-1.26,-1.26
-3.35,1.32,-9.19,-1.75,-1.75,-2.03
-3.22,1.28,-9.11,-3.01,-3.01,-3.01
-3.10,1.26,-9.13,-2.66,-2.66,-2.66
-3.09,1.24,-9.16,-1.89,-1.89,-1.89
-3.16,1.16,-9.17,-0.56,-0.56,-0.56
-3.27,1.19,-9.19,0.14,0.14,0.14
-3.29,1.25,-9.13,0.98,0.98,0.98
-3.30,1.30,-9.07,1.05,1.05,1.05
-3.29,1.31,-9.02,0.98,0.98,0.98
-3.27,1.25,-9.07,0.98,0.98,0.98
-3.36,1.25,-9.10,0.98,0.98,0.98
-3.33,1.29,-9.10,1.12,1.19,1.19
-3.26,1.27,-9.18,1.33,1.33,1.40
-3.28,1.23,-9.25,1.68,1.68,1.68
-3.26,1.31,-9.21,1.96,2.10,2.10
-3.27,1.33,-9.13,2.45,2.45,2.59
-3.34,1.32,-9.15,2.38,2.38,2.52
-3.38,1.31,-9.12,2.03,2.03,2.03
-3.42,1.33,-9.11,1.40,1.26,1.26
-3.37,1.32,-9.15,0.28,0.28,0.28
-3.36,1.27,-9.17,-0.49,-0.49,-0.49
-3.35,1.19,-9.21,-0.70,-0.70,-0.70
-3.40,1.13,-9.24,-0.63,-0.63,-0.63
-3.39,1.20,-9.21,-0.49,-0.49,-0.49
-3.41,1.25,-9.18,-0.28,-0.28,-0.28
-3.39,1.26,-9.16,0.14,0.14,0.14
-3.36,1.24,-9.15,0.49,0.49,0.49
-3.35,1.13,-9.17,0.91,0.91,0.91
-3.29,1.05,-9.23,1.89,1.89,1.89
-3.33,1.03,-9.21,2.80,2.80,2.94
-3.72,1.18,-9.26,3.36,3.36,3.36
-3.64,1.15,-9.18,4.06,4.06,4.06
-3.67,1.28,-9.26,6.23,6.23,6.23
-3.95,1.43,-9.29,8.61,8.61,8.61
-4.07,1.53,-9.30,8.47,8.47,8.33
-4.03,1.55,-9.23,6.79,6.79,6.79
-3.89,1.43,-9.28,6.58,6.65,6.65
-4.47,1.21,-9.36,7.70,7.70,7.70
-4.50,1.27,-9.37,8.68,8.68,8.68
-4.67,1.06,-9.38,9.87,9.87,9.94
-4.13,1.15,-9.28,9.87,9.52,9.38
-4.24,1.12,-9.18,8.54,8.54,7.98
-3.53,1.19,-9.04,6.02,6.02,4.76
-2.91,1.28,-8.79,1.54,1.54,0.84
-2.70,1.40,-8.43,-5.39,-5.39,-6.30
-2.94,1.41,-8.15,-12.39,-13.79,-13.79
-4.24,0.54,-7.75,-3.08,-3.08,-3.08
-4.12,0.82,-8.03,0.91,1.26,1.26
-3.89,1.05,-8.52,3.64,3.64,3.92
-3.65,1.32,-9.14,6.79,6.79,7.21
-4.09,1.35,-9.40,8.12,8.12,8.12
-4.62,1.19,-9.41,10.50,10.50,10.50
-5.01,0.98,-9.30,13.16,13.16,13.16
-5.19,0.86,-9.22,16.59,16.59,16.59
-5.32,0.90,-9.19,19.18,19.18,19.18
-5.29,1.12,-9.17,18.76,18.76,18.76
-4.78,1.37,-9.22,14.63,12.81,12.81
-4.09,1.51,-9.30,6.09,6.09,3.50
-3.55,1.54,-9.24,-6.37,-6.37,-6.37
-3.27,1.54,-9.11,-16.17,-16.17,-16.17
-3.17,1.28,-8.81,-29.82,-30.45,-30.45
-3.34,0.89,-8.61,-33.46,-33.46,-33.46
-3.58,0.68,-8.52,-31.43,-30.80,-30.80
-3.99,0.45,-8.50,-24.78,-24.78,-24.78
-4.27,0.40,-8.46,-15.54,-14.63,-14.63
-4.28,0.42,-8.53,-9.80,-7.07,-7.07
-4.16,0.57,-8.73,-2.45,0.14,0.14
-3.94,0.90,-9.10,3.71,4.20,5.32
-3.93,1.20,-9.38,7.07,7.35,7.35
-3.96,1.50,-9.73,8.47,8.47,8.47
-4.07,1.74,-10.45,8.75,8.89,8.89
-4.41,1.86,-10.72,9.24,9.10,9.10
-5.10,1.81,-10.58,8.82,8.40,8.40
-5.34,1.83,-10.38,7.84,7.70,7.49
-5.49,1.71,-9.99,7.21,7.21,7.14
-5.40,1.66,-9.46,5.53,5.53,5.53
-4.87,1.62,-9.15,1.61,1.61,1.61
-4.20,1.56,-8.71,-5.53,-6.44,-6.44
-3.53,1.50,-8.35,-11.90,-12.88,-12.88
-3.19,1.27,-7.94,-19.95,-19.95,-20.86
-2.97,0.96,-7.66,-25.83,-26.32,-26.32
-2.93,0.70,-7.57,-27.37,-27.37,-27.23
