aX,aY,aZ,gX,gY,gZ
-8.15,-4.88,0.32,-33.39,-29.47,-29.47
-8.26,-4.55,0.11,-19.88,-19.88,-19.88
-8.62,-4.17,-0.15,-8.61,-7.07,-7.07
-9.11,-3.84,-0.15,0.91,0.91,0.91
-9.55,-3.30,0.04,9.24,10.22,10.22
-9.72,-2.75,0.32,15.47,16.10,16.10
-10.23,-2.35,0.61,18.83,18.90,18.90
-10.70,-1.88,0.69,17.08,16.38,16.38
-10.71,-1.57,0.78,7.91,7.91,2.73
-10.76,-1.62,0.49,-12.25,-12.25,-14.56
-10.84,-2.04,0.11,-29.82,-29.82,-29.82
-11.38,-2.71,-0.34,-43.40,-44.52,-44.52
-11.74,-3.25,-0.65,-50.75,-50.75,-50.89
-12.61,-3.80,-0.81,-50.47,-49.84,-49.28
-13.49,-4.07,-1.00,-45.50,-43.26,-42.14
-14.06,-4.12,-1.34,-35.70,-32.97,-31.57
-14.24,-3.90,-1.50,-24.50,-24.50,-20.16
-13.84,-3.59,-1.51,-10.22,-10.22,-8.89
-13.17,-3.38,-1.37,-2.10,0.77,0.77
-12.31,-3.14,-1.10,8.82,8.82,11.55
-11.58,-2.89,-0.63,19.32,19.32,21.42
-11.18,-2.59,-0.06,27.37,27.37,28.84
-10.96,-2.31,0.41,32.41,32.41,33.39
-10.90,-1.99,0.69,36.47,36.47,36.47
-10.97,-1.85,0.67,37.45,37.45,37.45
-11.33,-1.88,0.67,37.66,37.73,37.73
-12.15,-2.30,0.84,38.43,38.43,38.43
-12.89,-2.85,0.99,40.39,40.74,40.74
-13.68,-3.44,0.88,42.84,44.66,44.66
-14.65,-4.06,0.62,49.56,49.56,49.56
-17.00,-5.90,0.77,58.66,59.08,60.34
-15.39,-6.11,2.17,76.72,76.72,76.72
-14.42,-5.78,2.81,88.20,88.20,88.20
-11.91,-4.28,3.44,95.41,95.41,95.41
-10.11,-3.22,3.49,92.61,92.61,92.61
-8.31,-2.35,3.43,88.41,87.71,87.71
-7.32,-2.04,3.57,83.02,83.02,83.09
-6.36,-2.17,3.48,85.82,85.82,86.59
-5.67,-2.24,3.32,91.77,94.43,95.76
-4.52,-1.98,3.33,102.20,104.72,105.84
-2.65,-1.40,2.80,112.14,113.33,113.33
-1.66,-0.95,2.05,123.62,123.62,124.95
-0.62,-0.58,1.07,136.01,136.01,138.04
0.52,-0.12,-0.14,154.98,154.98,157.99
1.36,0.78,-0.65,173.04,179.27,182.42
1.50,2.05,-0.69,198.45,204.89,207.97
1.33,3.81,-0.06,222.46,222.46,229.18
-0.46,4.61,2.07,235.27,235.27,233.73
-4.13,4.30,4.97,208.60,208.60,202.72
-3.51,5.76,5.24,161.28,161.28,153.79
-1.37,8.61,3.36,16.52,16.52,16.52
-1.96,10.13,1.86,-42.98,-42.98,-42.98
-4.27,10.45,1.61,-115.71,-123.48,-123.48
-7.25,10.14,2.40,-175.35,-175.35,-175.35
-8.45,9.35,2.26,-242.48,-242.48,-242.48
-7.84,8.07,1.32,-274.54,-283.22,-283.22
-7.33,6.30,0.88,-303.31,-303.31,-307.86
-7.07,4.31,1.46,-315.21,-315.21,-315.21
-6.50,2.24,1.77,-312.69,-312.69,-312.69
-6.33,1.38,1.98,-306.11,-303.80,-303.80
-6.30,0.61,1.85,-297.01,-297.01,-294.63
-6.81,-0.45,1.78,-288.82,-287.56,-284.55
-8.04,-1.88,1.98,-275.17,-272.86,-272.86
-9.01,-3.56,1.76,-247.17,-243.67,-243.67
-10.00,-4.22,1.41,-217.56,-213.43,-213.4
-10.63,-4.66,1.13,-192.43,-179.20,-179.2
-11.39,-5.06,0.94,-147.91,-147.91,-147.9
-11.61,-5.16,0.88,-109.06,-109.06,-109.0
-11.91,-5.20,0.99,-70.56,-70.56,-70.56
-11.92,-5.03,0.96,-37.03,-37.03,-37.03
-11.82,-4.58,1.00,-12.95,-9.17,-9.17
-11.50,-3.74,1.17,18.90,22.19,22.19
-10.95,-3.05,1.21,39.20,39.20,41.65
-10.56,-2.31,0.89,59.50,59.50,59.50
-10.31,-1.36,0.47,65.66,66.78,66.78
