aX,aY,aZ,gX,gY,gZ
1.02,-4.49,9.19,1.26,1.26,3.15
1.24,-4.38,9.26,9.31,9.31,9.31
1.25,-3.82,9.18,17.64,17.64,17.64
1.19,-3.39,9.10,21.63,21.63,21.63
1.14,-3.12,9.15,24.57,24.78,24.78
1.23,-3.05,9.09,24.99,24.85,24.85
1.06,-2.83,8.94,24.43,24.08,23.94
0.62,-2.52,8.47,23.17,23.17,23.17
0.71,-2.63,8.11,24.85,24.85,24.85
0.78,-3.02,8.31,29.82,29.82,29.82
0.37,-3.02,8.24,31.43,31.71,31.71
-0.27,-3.10,8.15,31.92,31.92,31.85
-0.42,-3.19,8.11,33.18,33.18,33.18
-0.24,-3.39,8.68,40.60,40.60,40.60
-0.76,-3.15,8.99,43.82,43.82,43.82
-1.64,-2.81,9.33,42.49,42.49,42.49
-2.11,-2.39,9.56,36.12,36.12,36.12
-1.94,-2.39,9.76,34.02,33.81,33.81
-1.89,-2.14,10.07,31.15,31.15,31.15
-2.43,-1.84,10.45,24.36,24.36,24.36
-3.61,-1.49,10.60,11.90,11.90,11.90
-3.93,-1.41,10.69,2.31,-0.28,-0.28
-3.09,-1.95,10.69,-4.62,-4.97,-4.97
-1.79,-2.79,11.12,-2.38,-2.38,-2.38
-1.46,-2.92,11.05,0.14,0.14,0.14
-1.38,-2.76,10.72,0.14,0.21,0.21
-1.14,-2.55,10.56,-0.70,-0.84,-0.84
-1.29,-2.21,10.35,-1.75,-1.89,-1.89
-1.62,-1.71,9.98,-5.88,-5.88,-6.09
-1.57,-1.60,9.95,-7.91,-8.82,-8.82
-1.42,-1.61,9.91,-11.76,-11.76,-12.81
-1.17,-1.77,9.84,-15.05,-15.05,-15.05
-0.76,-2.06,9.58,-15.19,-15.19,-15.19
-0.39,-2.43,9.49,-11.48,-11.48,-11.48
-0.29,-2.53,9.48,-7.63,-7.14,-7.14
-0.54,-2.47,9.32,-5.88,-5.88,-5.88
-0.75,-2.40,9.36,-7.35,-7.35,-7.56
-0.86,-2.34,9.24,-9.17,-9.17,-9.31
-0.61,-2.51,9.27,-9.17,-9.17,-9.17
-0.49,-2.65,9.39,-6.51,-6.51,-6.51
-0.58,-2.64,9.44,-5.74,-5.74,-5.74
-0.59,-2.68,9.52,-5.18,-5.18,-5.18
