aX,aY,aZ,gX,gY,gZ
-2.84,-0.63,-9.05,-1.40,-1.40,-1.40
-2.82,-0.64,-9.09,-1.19,-1.19,-1.19
-2.78,-0.61,-9.27,-0.28,-0.28,-0.28
-2.92,-0.34,-9.18,-0.07,-0.07,-0.07
-3.23,-0.31,-9.03,-0.49,-0.70,-0.70
-3.53,-0.35,-9.23,-0.42,-0.35,-0.35
-3.75,-0.28,-9.35,-0.77,-0.91,-0.91
-3.77,-0.21,-9.37,-2.03,-2.03,-2.10
-3.51,-0.10,-9.50,-2.73,-2.80,-2.80
-3.36,-1.22,-9.48,-5.18,-5.18,-5.39
-3.48,-0.46,-9.53,-6.02,-6.02,-6.02
-3.56,-0.80,-9.60,-4.62,-4.62,-4.62
-3.39,-0.52,-9.77,-4.13,-4.13,-4.13
-3.46,-0.34,-9.71,-5.04,-5.04,-5.04
-3.56,-0.45,-9.47,-7.49,-7.77,-7.77
-3.58,-0.65,-9.56,-9.24,-9.24,-9.24
-3.44,-0.77,-9.53,-9.87,-9.87,-9.87
-3.39,-1.00,-9.44,-6.44,-6.44,-5.88
-3.42,-0.89,-9.27,-3.50,-2.59,-2.59
-3.27,-0.82,-8.98,0.35,0.35,0.63
-3.20,-0.78,-8.81,1.75,1.75,1.89
-3.08,-0.40,-8.68,0.77,0.77,0.35
-2.94,-0.48,-8.66,-2.59,-3.29,-3.29
-3.01,-0.71,-8.60,-4.90,-4.90,-4.97
-3.10,-0.66,-8.38,-4.90,-4.90,-4.90
-3.25,-0.87,-8.29,-2.94,-2.73,-2.73
-3.50,-0.92,-8.18,0.56,0.56,0.91
-3.68,-0.84,-8.34,3.01,3.01,3.29
-3.67,-0.79,-8.82,6.23,6.23,6.23
-3.68,-0.83,-9.03,8.75,8.75,8.75
-3.62,-0.60,-9.40,9.73,9.73,9.73
-3.65,-0.56,-9.67,8.54,8.54,8.54
-3.83,-0.36,-9.81,5.53,5.53,5.53
-4.13,-0.45,-9.94,0.91,0.91,0.70
-3.85,-0.36,-9.99,-2.03,-2.03,-2.31
-3.80,-0.55,-9.78,-3.64,-3.64,-3.64
-3.46,-0.67,-9.38,-3.22,-3.22,-3.22
-3.05,-0.88,-9.20,-0.84,-0.14,-0.14
-2.83,-0.70,-9.14,0.98,1.05,1.05
-2.89,-0.63,-8.97,1.82,1.82,1.82
-3.19,-0.48,-9.15,3.29,3.29,3.29
-3.38,-0.56,-9.10,2.94,2.94,2.94
-3.53,-0.48,-8.98,1.33,1.05,1.05
-3.74,-0.34,-9.02,-0.98,-1.40,-1.40
-3.79,-0.29,-8.92,-4.62,-4.62,-4.97
-3.61,-0.39,-8.94,-6.37,-6.65,-6.86
-3.35,-0.62,-9.01,-7.00,-6.93,-6.79
-3.13,-0.67,-9.10,-5.81,-5.81,-5.04
-3.17,-0.78,-9.17,-3.36,-3.36,-2.87
-3.27,-0.88,-9.21,1.12,1.12,1.12
-3.44,-0.73,-9.15,2.66,2.66,2.87
-3.66,-0.78,-9.04,3.78,3.78,3.78
-3.92,-0.80,-8.97,6.09,6.09,6.09
-3.68,-0.50,-9.04,1.05,1.05,1.05
-3.55,-0.61,-8.91,0.70,0.70,0.70
-3.42,-0.67,-9.18,3.50,3.29,3.29
-3.44,-0.66,-9.22,2.59,2.73,2.59
-3.62,-0.66,-9.18,2.52,2.52,2.52
-3.78,-0.35,-9.32,1.75,1.40,1.40
-3.45,-0.70,-9.44,-0.49,-0.49,-0.49
-3.09,-0.85,-9.52,-0.63,-0.56,-0.56
-2.78,-1.00,-9.59,-0.28,0.00,0.00
-2.82,-1.00,-9.54,0.77,1.19,1.19
-4.22,-0.25,-9.34,2.52,2.31,2.31
-4.45,-0.11,-9.33,-0.14,-0.14,-0.63
-4.06,-0.50,-9.05,-3.99,-3.99,-4.48
-3.81,-0.49,-8.98,-4.90,-4.90,-5.32
-3.59,-0.53,-8.81,-5.67,-5.67,-5.67
-3.54,-0.72,-8.74,-5.39,-5.39,-5.39
-3.47,-1.10,-8.85,-2.94,-2.66,-2.66
-3.37,-1.04,-9.03,0.98,0.98,1.12
-3.44,-0.69,-9.19,2.10,2.38,2.52
-3.77,-0.64,-9.32,3.36,3.36,3.57
-4.02,-0.28,-9.35,3.92,3.92,3.85
-4.21,-0.30,-9.30,-0.07,-0.21,-0.21
-4.23,-0.35,-9.39,-1.12,-1.19,-1.19
-4.11,-0.26,-9.32,-2.45,-3.43,-3.43
-3.86,-0.48,-9.13,-4.69,-4.69,-4.76
-3.65,-0.33,-9.06,-6.09,-6.09,-6.09
-3.57,-0.38,-8.88,-6.79,-6.72,-6.72
-4.02,-0.65,-8.55,2.94,2.94,2.94
-4.16,-0.59,-8.48,6.58,6.93,6.93
-4.27,-0.44,-8.41,9.24,9.31,9.31
-4.15,-0.34,-8.37,9.52,9.52,9.52
-4.00,-0.37,-8.69,9.03,8.54,8.54
-3.93,-0.17,-8.82,7.07,6.86,6.09
-4.15,-0.34,-8.77,4.97,4.97,4.76
-4.14,-0.19,-8.83,1.82,1.82,1.82
-4.14,-0.47,-9.03,0.49,0.49,0.49
-3.86,-0.68,-9.16,0.70,0.70,0.70
-3.68,-0.60,-9.15,0.70,0.70,0.84
-3.77,-0.95,-9.23,2.80,2.80,3.08
-3.96,-0.56,-9.28,5.53,5.53,5.53
-4.15,-0.43,-9.23,6.09,6.09,6.09
-4.35,-0.42,-9.27,5.60,5.32,5.32
-4.46,-0.18,-9.28,3.08,2.66,2.66
-4.32,-0.23,-9.30,-0.98,-0.98,-1.33
-4.23,-0.37,-9.38,-3.78,-3.78,-3.78
-4.15,-0.21,-9.30,-7.63,-7.63,-7.63
-4.03,-0.34,-9.07,-10.36,-10.36,-10.36
-3.89,-0.63,-9.16,-9.66,-9.10,-9.10
-3.93,-0.53,-9.14,-7.91,-7.56,-7.56
-4.09,-0.53,-8.96,-6.02,-6.02,-5.32
-4.02,-0.63,-8.90,-2.52,-2.52,-2.52
-3.95,-0.46,-8.90,1.12,1.12,1.12
-3.77,-0.49,-9.03,2.24,2.24,2.24
-3.73,-0.34,-9.81,0.91,0.91,0.42
-3.96,-0.03,-10.13,-4.27,-4.27,-4.83
-4.54,-0.41,-10.42,-7.07,-7.07,-7.28
-5.04,-0.45,-10.90,-5.95,-5.95,-5.95
-5.50,-0.38,-10.82,-5.04,-5.04,-5.04
-5.81,-0.60,-10.61,-4.48,-4.48,-4.41
-6.00,-0.45,-10.53,-5.04,-5.18,-5.18
-5.83,-0.27,-10.54,-7.84,-8.26,-8.26
-5.63,-0.52,-10.35,-9.80,-9.80,-9.73
-5.26,-0.67,-10.26,-10.15,-10.22,-10.22
-5.13,-0.76,-10.00,-8.89,-8.33,-8.33
-5.30,-0.55,-9.67,-7.49,-7.49,-7.49
-5.31,-0.56,-9.35,-7.07,-7.07,-7.07
-5.43,-0.75,-9.32,-5.53,-5.53,-4.76
-5.45,-0.67,-9.38,-2.52,-2.52,-1.89
-5.86,-0.76,-9.16,-0.21,-0.21,-0.21
-6.38,-0.37,-8.83,-0.77,-0.77,-1.75
-7.00,-0.29,-8.33,-5.88,-5.88,-6.37
-7.42,-0.52,-7.94,-9.03,-9.24,-9.24
-7.68,-0.49,-7.77,-11.20,-11.20,-11.20
-7.58,-0.10,-7.72,-14.91,-14.91,-14.91
-7.47,-0.55,-7.48,-16.24,-16.24,-16.24
-7.94,-1.05,-6.96,-12.32,-12.32,-12.32
-8.42,-0.85,-6.49,-7.56,-7.56,-7.56
-8.52,-0.92,-6.13,-1.75,-1.75,-1.75
-8.99,-0.55,-5.44,4.62,4.97,4.97
-9.85,-0.05,-4.51,5.32,5.39,5.39
-9.03,-0.14,-3.61,6.93,6.93,6.93
-8.60,0.31,-2.99,6.72,6.72,6.72
-8.85,0.75,-2.76,1.40,0.28,0.28
-9.28,0.70,-2.58,-7.49,-9.59,-9.59
-9.56,-0.09,-2.08,-11.90,-11.90,-11.34
-9.60,-0.32,-1.07,-8.12,-7.63,-7.63
-8.81,-0.51,-0.49,-3.36,-2.59,-2.59
-7.93,-0.53,-0.25,2.17,4.69,4.69
-7.82,0.22,-0.29,6.58,5.74,5.74
-7.89,0.34,0.30,2.80,2.31,1.54
-7.14,-0.61,1.16,3.15,3.15,3.92
-7.16,-0.82,1.91,11.41,11.41,12.60
-7.25,-0.37,2.41,19.53,19.53,19.53
-6.32,0.11,2.85,21.00,21.00,21.00
-5.94,0.57,3.19,20.37,20.37,19.60
-5.76,1.27,3.80,15.05,15.05,15.05
-5.06,1.02,4.61,10.99,10.99,10.99
-5.90,2.00,6.48,14.35,15.54,15.54
-6.69,1.54,6.51,17.08,17.36,17.64
-7.13,1.53,6.80,17.71,17.64,17.50
-6.22,1.67,7.24,17.92,18.06,18.06
-5.03,1.76,7.48,19.46,19.67,19.81
-4.92,2.25,7.45,18.76,18.76,18.41
-5.20,2.57,7.50,13.37,13.37,12.95
-6.08,2.02,7.64,12.04,12.04,12.25
-7.03,1.47,7.38,14.49,15.40,15.89
-7.55,1.60,7.02,18.06,18.06,18.69
-7.76,1.78,7.10,20.65,20.93,21.00
-7.16,1.93,7.28,20.58,20.58,20.58
-6.04,2.53,7.18,14.42,12.11,12.11
-5.41,2.18,7.16,0.49,0.00,0.21
-5.81,3.21,7.12,-5.25,-5.25,-5.25
-6.69,2.00,7.24,-9.38,-9.38,-9.87
-7.03,1.80,7.38,-10.99,-10.99,-10.99
-6.99,2.18,7.23,-11.90,-11.90,-11.90
-6.48,1.78,7.03,-10.71,-10.43,-10.43
-6.24,1.63,6.96,-8.82,-8.82,-8.68
-5.57,1.66,6.88,-7.77,-7.42,-7.14
-4.65,1.53,6.67,-5.04,-5.04,-4.55
-4.42,1.81,5.95,-2.45,-2.45,-2.45
-5.04,1.94,5.60,-2.31,-2.31,-2.52
-5.34,2.11,5.53,-4.20,-4.20,-4.20
-5.52,1.92,5.34,-6.02,-6.37,-6.37
-6.11,2.35,5.03,-9.94,-9.94,-9.94
-6.89,2.48,4.41,-19.39,-19.39,-19.39
-7.77,2.44,3.95,-28.91,-28.91,-28.91
-7.83,2.09,3.54,-35.63,-35.63,-35.63
-7.48,1.27,3.00,-37.59,-37.59,-37.59
-7.16,0.75,1.99,-34.86,-34.51,-34.51
-7.99,0.98,1.68,-33.53,-33.67,-33.67
-8.44,0.47,1.28,-33.95,-33.88,-33.67
-8.53,-0.04,0.58,-31.22,-31.22,-30.80
-9.21,-0.04,-0.42,-26.25,-26.25,-26.25
-9.73,-0.01,-0.91,-24.01,-23.45,-23.45
-9.80,-0.21,-1.64,-22.19,-21.91,-21.91
-9.80,-0.23,-2.78,-21.91,-22.12,-22.12
-10.01,0.07,-3.61,-24.29,-24.99,-25.48
-10.01,-0.21,-4.08,-26.88,-26.88,-27.30
-10.04,-0.53,-4.55,-26.53,-26.53,-26.53
-9.56,-0.59,-5.05,-21.28,-21.28,-21.28
-8.86,-0.50,-5.68,-18.20,-17.43,-17.43
-8.04,-1.10,-6.24,-12.67,-12.67,-12.67
-7.69,-1.45,-6.71,0.07,0.07,0.07
-7.93,-1.28,-7.38,9.80,9.80,9.80
-8.33,-1.65,-7.22,17.78,17.78,17.78
-8.43,-1.52,-7.07,23.73,23.73,23.73
-8.56,-1.04,-7.25,25.55,25.55,25.55
-8.22,-1.34,-7.23,25.20,25.20,25.20
-5.36,-0.24,-8.24,11.41,9.87,9.87
-4.76,0.01,-8.21,-1.12,-2.59,-2.59
-7.14,-2.44,-7.92,28.07,28.07,28.07
-4.26,0.51,-8.07,7.35,3.29,3.29
-3.51,0.26,-8.43,-8.82,-8.82,-10.57
-4.65,0.10,-7.03,-17.01,-17.01,-17.01
-4.57,-0.92,-8.14,-17.29,-19.04,-19.04
-4.14,-0.07,-9.20,-17.64,-17.64,-17.64
-5.09,0.02,-10.89,-11.90,-11.90,-11.90
-5.63,0.02,-10.53,-11.76,-11.76,-11.76
-5.14,0.02,-8.63,-16.38,-16.38,-16.38
-4.40,-1.17,-8.18,-21.28,-21.14,-21.14
-3.81,-2.10,-9.72,-7.63,-5.74,-5.74
-3.49,-1.18,-11.08,5.04,6.23,6.23
-3.37,-1.06,-11.86,13.44,13.44,13.44
-3.68,-0.63,-11.56,17.22,16.73,16.73
-4.51,-1.12,-12.44,16.66,16.66,16.73
-4.78,0.02,-12.45,14.63,13.86,13.86
-4.92,-0.12,-12.58,8.82,8.82,8.40
-4.78,0.07,-12.52,4.13,4.13,3.01
-4.37,0.61,-11.95,-7.14,-8.61,-8.61
-4.06,0.58,-10.74,-19.60,-19.60,-20.58
-3.38,-0.08,-10.27,-23.80,-24.36,-24.64
-2.76,-0.19,-9.68,-25.55,-25.69,-25.48
-2.28,-0.67,-9.07,-23.94,-23.94,-22.26
-2.01,-0.97,-8.67,-18.13,-18.13,-17.15
-1.83,-0.73,-8.74,-8.19,-8.19,-8.19
-1.55,-0.68,-8.48,-0.84,-0.84,-0.84
-1.76,-0.97,-8.29,5.18,7.21,7.21
-2.56,-0.45,-8.32,10.99,11.34,11.34
-3.28,0.13,-8.71,10.71,10.71,10.08
-3.19,0.49,-8.90,5.46,5.46,5.46
-2.90,0.10,-9.10,0.42,0.00,0.00
-2.94,0.16,-9.50,-4.20,-4.69,-4.69
-3.26,0.00,-10.08,-5.88,-6.02,-6.02
-3.72,0.05,-10.01,-6.79,-6.79,-6.79
-4.08,-0.16,-10.17,-7.35,-7.35,-7.42
-4.24,0.18,-10.65,-9.87,-9.87,-10.43
-4.52,0.18,-11.18,-12.88,-13.93,-14.49
-4.73,0.08,-11.57,-16.17,-16.17,-16.80
-5.17,0.02,-12.41,-12.46,-12.46,-11.69
-5.36,-1.14,-12.36,-10.64,-10.64,-10.22
-5.56,-0.49,-12.29,-3.99,-3.99,-3.99
-6.03,-0.06,-12.31,0.14,0.56,0.56
-6.71,-0.01,-11.99,4.62,4.62,4.76
-7.12,0.50,-11.97,4.20,3.01,2.52
-6.30,0.60,-11.55,-0.84,-0.84,-2.31
-5.79,0.40,-11.16,-4.34,-4.34,-5.04
-5.56,0.81,-10.69,-11.34,-11.34,-11.90
-5.69,0.83,-10.34,-15.75,-15.75,-15.75
-6.34,0.59,-9.56,-16.52,-16.38,-16.38
-6.47,0.30,-9.05,-15.26,-14.77,-14.77
-6.18,-0.07,-8.18,-10.01,-9.24,-9.24
-6.12,0.06,-7.95,-5.32,-3.64,-3.64
-6.14,0.27,-7.39,-2.10,-2.10,-1.68
-6.00,0.09,-6.42,-0.98,-0.98,-1.05
-5.55,-0.22,-5.31,0.07,0.07,0.07
-5.35,-0.50,-4.51,4.41,4.41,4.41
-6.35,0.18,-3.91,7.98,7.98,7.98
-7.12,0.41,-3.17,2.87,2.87,2.87
-6.77,-0.19,-2.66,1.33,1.26,1.26
-6.98,1.28,-2.12,-5.67,-5.67,-5.67
-7.95,1.63,-1.19,-23.38,-23.38,-23.38
-8.82,0.78,-0.77,-32.20,-33.67,-33.67
-8.95,-0.43,-0.19,-34.86,-34.86,-34.58
-9.26,-0.08,0.22,-34.51,-34.51,-34.65
-9.87,0.27,0.36,-34.44,-34.44,-34.44
-10.72,-9.79,1.32,34.23,34.23,34.23
-8.63,0.36,0.54,25.76,25.76,24.50
-6.62,0.42,1.81,18.97,18.97,18.97
-7.01,0.78,2.54,13.44,12.46,12.46
-8.49,-0.23,3.03,7.91,8.19,8.54
-8.86,-0.36,3.52,10.64,10.64,11.20
-6.58,0.14,4.05,11.27,11.27,11.20
-4.45,-0.60,4.92,13.02,13.02,14.63
