=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.05 11:32:22 =~=~=~=~=~=~=~=~=~=~=~=
-5.62,0.53,-2.05,-59.85,-58.87,-58.87
-5.50,0.68,-1.77,-50.96,-49.49,-49.49
-5.11,0.33,-1.57,-40.11,-34.30,-34.30
-5.84,1.27,-1.22,-26.32,-22.54,-22.54
-6.64,1.75,-0.61,-15.26,-15.26,-15.26
-6.62,1.11,-0.83,-5.88,-5.88,-5.88
-6.68,1.27,-0.78,-2.80,-2.80,-2.80
-6.87,1.62,-0.55,-3.29,-3.29,-3.29
-7.70,2.31,-0.26,-9.52,-9.52,-9.52
-8.02,2.01,-0.10,-12.18,-12.18,-12.18
-8.35,1.97,-0.02,-11.76,-11.06,-11.06
-8.29,2.11,-0.11,-8.96,-8.96,-8.47
-8.37,2.56,-0.13,-7.63,-7.63,-7.35
-8.59,2.37,-0.23,-6.16,-6.16,-6.16
-9.16,2.33,-0.57,-3.15,-3.15,-3.15
-9.53,2.48,-0.82,-1.68,-1.68,-1.68
-9.92,2.91,-1.01,-1.68,-1.68,-1.89
-9.96,3.19,-1.26,-2.52,-2.59,-2.59
-10.03,2.75,-1.64,-2.80,-2.66,-2.66
-10.33,2.57,-2.13,-1.40,-0.77,-0.77
-11.22,3.08,-3.01,-0.91,-0.91,-0.91
-11.57,3.53,-3.63,-7.14,-7.14,-7.14
-11.47,3.60,-4.04,-12.74,-12.74,-12.74
-11.60,3.21,-4.55,-18.55,-19.04,-19.04
-11.94,2.92,-5.00,-21.07,-22.26,-22.26
-12.57,2.92,-5.27,-25.76,-25.76,-25.76
-13.21,2.98,-5.26,-31.36,-32.06,-32.06
-13.72,2.80,-5.13,-37.80,-38.43,-38.43
-13.04,2.46,-5.05,-43.68,-44.45,-44.45
-11.24,2.54,-4.92,-49.49,-54.32,-54.32
-7.86,1.92,-4.63,-63.42,-63.42,-65.31
-5.12,1.29,-3.77,-77.00,-77.00,-77.00
-4.40,1.05,-3.11,-86.59,-86.59,-86.59
-3.54,0.38,-2.46,-92.96,-92.96,-92.19
-1.76,0.58,-1.73,-81.06,-81.06,-81.06
-1.79,-0.34,-1.66,-80.01,-80.01,-80.01
-0.95,-0.50,-1.38,-73.22,-73.22,-73.22
-0.13,-0.83,-1.23,-66.85,-66.85,-66.85
0.00,-0.54,-0.70,-62.16,-62.16,-62.16
-0.37,-0.44,-0.04,-56.84,-56.07,-54.39
-0.62,-0.70,0.57,-50.12,-49.35,-47.81
-0.67,-0.51,0.89,-44.94,-44.59,-44.59
0.32,0.13,1.28,-44.87,-44.87,-44.87
1.27,0.14,1.66,-48.37,-48.37,-48.37
1.74,0.21,2.14,-51.87,-52.50,-52.50
2.10,0.03,2.54,-54.25,-54.32,-54.04
2.87,-0.72,3.03,-50.89,-49.70,-49.70
3.94,-1.42,3.66,-33.53,-31.29,-31.29
5.12,-1.10,4.36,-16.59,-14.77,-14.77
7.57,-0.39,4.74,-3.36,-1.54,-1.54
9.15,0.36,5.07,16.24,16.24,17.85
9.97,1.48,5.00,24.71,24.71,26.46
9.98,2.15,5.06,25.34,25.34,24.85
11.10,2.39,4.98,23.59,24.08,24.08
13.54,3.12,4.47,28.49,28.49,29.19
16.86,4.44,2.71,27.16,27.16,25.76
18.59,4.84,2.13,8.68,8.68,5.46
18.88,4.50,2.42,-18.06,-18.06,-18.06
19.28,3.60,2.52,-32.13,-35.21,-35.21
21.20,3.07,2.00,-40.25,-40.25,-40.67
23.38,2.97,0.76,-44.80,-44.80,-44.80
25.56,3.12,-0.38,-50.82,-50.82,-50.82
26.27,2.65,-1.21,-60.13,-60.76,-60.76
25.34,1.85,-1.55,-62.16,-61.81,-61.81
24.32,1.53,-1.40,-57.12,-56.35,-56.35
23.64,1.34,-1.04,-53.34,-51.94,-51.94
22.54,1.30,-0.67,-49.49,-48.93,-47.60
20.83,1.01,0.04,-42.00,-42.00,-41.02
18.89,0.64,0.77,-33.11,-33.11,-33.11
17.51,0.48,1.55,-24.29,-24.29,-24.29
16.40,0.49,2.26,-13.23,-13.23,-13.23
15.49,0.83,2.74,-6.93,-6.93,-6.93
14.82,1.01,3.18,0.00,0.84,0.84
13.98,0.97,3.48,4.69,6.51,6.51
13.35,0.93,3.68,8.61,9.38,9.38
12.36,0.73,3.82,11.27,11.27,11.27
11.26,0.43,3.80,16.66,16.66,16.66
10.61,0.28,3.55,21.42,23.17,23.17
10.40,0.29,3.01,28.28,28.28,29.89
10.12,0.25,1.63,38.92,39.41,40.32
10.23,0.23,0.94,41.86,42.00,42.00
10.93,0.30,-0.12,41.44,41.30,41.30
11.70,0.29,-0.96,38.99,38.99,38.99
12.15,0.17,-1.59,35.42,35.42,35.42
13.10,0.36,-2.21,33.32,33.32,32.97
14.12,0.72,-2.90,29.26,29.26,29.26
14.65,0.80,-3.70,18.41,18.41,18.41
14.62,0.69,-3.90,9.94,9.03,9.03
14.66,0.66,-4.21,3.50,3.50,3.50
14.46,0.81,-4.52,-0.28,-0.28,-0.28
13.82,0.76,-4.55,-1.40,-1.96,-1.96
13.65,0.78,-4.69,-4.90,-4.90,-6.16
13.37,0.83,-4.67,-10.08,-10.08,-10.08
12.41,0.59,-4.41,-14.00,-14.00,-14.00
11.21,0.50,-4.23,-14.00,-14.00,-14.00
10.86,0.57,-4.24,-14.70,-14.70,-14.70
10.02,0.56,-3.97,-16.59,-16.73,-16.73
9.02,0.49,-3.64,-16.87,-16.87,-16.87
8.14,0.37,-3.28,-14.77,-14.77,-14.77
8.31,0.62,-3.15,-10.78,-10.78,-10.78
8.04,0.73,-2.96,-8.47,-8.19,-8.19
7.22,0.67,-2.53,-5.81,-5.74,-5.74
6.37,0.64,-2.20,-5.32,-5.32,-5.11
6.06,0.64,-2.11,-5.53,-5.53,-5.53
6.20,0.89,-2.08,-5.18,-5.18,-5.18
6.40,1.14,-1.98,-4.13,-4.13,-3.92
6.72,1.26,-2.15,-2.73,-2.73,-2.73
7.21,1.47,-2.35,-1.26,-1.26,-1.26
7.46,1.45,-2.35,-0.07,-0.07,-0.07
7.28,1.17,-1.93,6.30,6.72,6.72
7.37,1.02,-1.86,10.43,10.78,10.78
7.94,1.12,-1.97,12.88,12.88,12.88
8.84,1.23,-2.21,15.19,15.19,15.61
9.78,1.38,-2.58,18.76,18.76,18.76
10.83,1.52,-2.78,21.56,22.61,22.61
11.93,1.64,-3.11,27.51,27.51,28.35
12.28,1.59,-2.87,34.02,34.02,34.02
12.35,1.54,-2.63,35.98,36.05,36.05
12.31,1.59,-2.44,35.07,34.44,34.44
12.22,1.66,-2.28,31.99,31.99,31.22
12.04,1.69,-2.12,29.19,29.19,29.19
11.97,1.77,-2.05,26.39,26.39,26.39
11.76,1.86,-1.96,25.13,24.78,24.78
