=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.05 10:56:01 =~=~=~=~=~=~=~=~=~=~=~=
-9.75,0.18,0.88,10.57,10.57,10.64
-9.69,0.16,0.85,10.78,10.78,10.57
-9.67,0.27,0.89,9.80,9.80,9.80
-9.71,0.33,0.81,8.19,8.19,8.19
-9.79,0.33,0.76,7.00,6.72,6.72
-9.89,0.27,0.74,5.95,5.95,5.95
-9.88,0.29,0.76,5.18,5.18,5.18
-9.89,0.27,0.69,4.55,4.48,4.48
-9.84,0.29,0.65,3.92,3.92,3.85
-9.82,0.30,0.65,3.57,3.57,3.57
-9.86,0.22,0.65,3.85,3.85,3.85
-9.81,0.19,0.61,4.20,4.20,4.20
-9.76,0.29,0.66,4.48,4.48,4.48
-9.60,0.34,0.68,3.92,3.85,3.85
-9.46,0.45,0.69,2.80,2.73,2.73
-9.48,0.36,0.66,1.82,1.68,1.68
-9.46,0.24,0.65,1.47,1.47,1.75
-9.46,0.20,0.71,2.24,2.24,2.52
-9.51,0.17,0.65,3.22,3.22,3.22
-9.60,0.14,0.57,3.92,3.92,3.92
-9.73,0.09,0.66,4.48,4.48,4.48
-9.89,0.06,0.68,4.62,4.62,4.69
-9.96,0.10,0.74,4.41,4.41,4.41
-9.95,0.13,0.74,3.50,3.36,3.36
-10.01,0.17,0.82,2.45,1.75,1.75
-10.05,0.09,0.88,0.14,-0.07,-0.07
-10.05,0.07,0.99,-1.40,-1.54,-1.54
-9.98,0.03,1.02,-2.80,-2.80,-2.80
-9.93,0.06,1.06,-4.06,-4.13,-4.13
-9.95,0.02,1.06,-4.83,-4.83,-4.83
-10.02,-0.10,1.08,-4.76,-4.62,-4.62
-9.99,-0.14,1.03,-3.71,-3.08,-3.08
-9.89,-0.15,1.06,-1.33,-1.33,-1.33
-9.82,-0.11,1.10,0.84,1.12,1.12
-9.77,-0.07,1.09,2.10,2.24,2.59
-9.77,-0.07,1.11,3.36,3.36,3.36
-9.79,-0.09,1.00,4.97,5.11,5.11
