aX,aY,aZ,gX,gY,gZ
-10.93,5.26,-1.01,-56.70,-56.70,-59.43
-10.10,4.22,-0.67,-64.96,-64.96,-64.96
-8.98,2.18,0.04,-59.50,-57.68,-57.68
-8.33,0.81,0.47,-38.43,-34.79,-34.79
-8.26,0.47,0.51,-7.00,-2.94,-2.94
-8.08,1.07,0.35,20.37,24.01,24.01
-7.77,1.65,0.21,52.50,52.50,55.44
-7.54,1.85,0.28,69.44,74.48,77.07
-7.70,2.52,0.36,87.78,87.78,92.26
-7.74,3.80,-0.02,96.81,96.81,96.81
-8.05,5.01,-0.18,92.40,92.40,91.14
-8.34,6.76,-0.39,76.72,76.72,73.78
-8.34,8.48,-0.59,49.07,49.07,49.07
-7.92,9.18,-0.70,6.51,6.51,6.51
-7.63,8.71,-0.84,-17.15,-23.73,-23.73
-7.69,7.57,-0.78,-39.97,-39.97,-43.89
-7.89,6.02,-0.67,-52.22,-52.64,-52.64
-7.93,5.03,-0.60,-52.85,-52.85,-52.29
-8.36,4.70,-0.60,-49.07,-47.67,-46.97
-8.47,4.62,-0.72,-43.12,-43.12,-40.25
-8.83,4.41,-0.98,-33.74,-33.74,-28.42
-9.17,4.25,-0.95,-17.36,-17.36,-9.31
-8.86,3.95,-0.96,11.83,11.83,11.83
-8.17,3.69,-1.25,37.03,40.11,40.11
-7.83,4.89,-1.69,67.41,67.41,67.41
-7.76,6.19,-2.23,88.90,88.90,88.90
-6.59,8.14,-2.75,64.82,64.82,64.82
-5.82,8.94,-2.75,29.89,29.89,29.89
-5.72,8.96,-2.55,10.99,3.15,3.15
-5.69,8.48,-2.46,-13.02,-13.02,-13.02
-5.95,8.46,-2.42,-29.33,-29.33,-31.29
-6.25,8.70,-2.48,-44.87,-44.87,-44.87
-6.43,8.57,-2.40,-58.87,-58.87,-58.87
-6.51,7.94,-2.39,-68.81,-68.81,-70.56
-6.59,7.12,-2.23,-77.77,-77.77,-77.77
-6.78,7.01,-2.30,-79.17,-78.89,-78.89
-6.83,6.99,-2.35,-75.46,-74.76,-74.76
-6.83,6.81,-1.65,-65.45,-65.45,-64.05
-6.91,5.93,-0.87,-56.63,-52.99,-50.75
-6.81,4.10,0.15,-32.76,-32.76,-32.76
-6.75,3.30,-0.34,13.23,13.23,13.23
-6.53,3.82,-0.96,42.00,50.54,50.54
-6.37,4.49,-1.29,72.03,72.03,72.03
-6.41,5.22,-1.24,92.96,92.96,92.96
-6.32,5.64,-1.40,95.76,95.76,95.76
-6.53,6.36,-1.64,87.92,87.92,87.92
-6.86,7.40,-1.93,75.60,70.49,70.49
-7.08,8.49,-2.33,52.36,52.36,45.85
-7.42,9.02,-2.49,19.95,19.95,19.95
-7.44,8.38,-2.30,-5.46,-7.84,-7.84
-7.62,7.54,-2.12,-21.28,-22.54,-22.54
-7.86,6.57,-2.09,-29.82,-30.52,-30.52
-8.09,5.97,-2.05,-33.11,-33.11,-33.11
-8.26,5.66,-2.06,-31.92,-31.92,-31.50
-8.39,5.35,-2.05,-27.16,-27.16,-26.32
-8.44,5.23,-2.04,-20.02,-20.02,-18.97
-8.31,5.12,-2.00,-12.60,-12.60,-11.41
-7.94,5.08,-2.01,-1.82,-0.56,-0.56
-7.74,5.36,-2.04,9.45,9.45,10.64
-7.45,5.61,-2.07,15.61,17.57,18.41
-7.29,6.15,-2.08,23.59,23.59,24.01
-7.11,6.62,-2.15,25.13,25.13,24.85
-6.89,6.89,-2.30,22.75,21.35,20.72
-6.74,6.71,-2.36,16.45,16.45,15.54
-6.75,6.35,-2.33,6.93,6.93,5.88
-6.66,6.03,-2.37,-0.49,-0.49,-1.33
-6.58,5.78,-2.45,-5.32,-6.93,-6.93
-6.55,5.47,-2.48,-10.99,-10.99,-12.18
-6.62,5.19,-2.52,-15.05,-15.05,-15.68
-6.79,4.96,-2.46,-17.01,-17.01,-17.01
-7.00,5.06,-2.39,-17.01,-16.87,-16.87
-7.18,5.33,-2.32,-16.17,-16.17,-15.89
-7.52,5.36,-2.34,-13.30,-13.30,-13.30
-7.87,5.20,-2.34,-9.45,-9.45,-9.45
-8.25,5.07,-2.33,-5.67,-5.67,-5.67
-8.35,5.20,-2.22,-1.89,-1.89,-1.89
-8.39,5.28,-2.19,1.05,1.05,1.05
-8.38,5.25,-2.22,2.24,2.24,2.52
-8.39,5.36,-2.18,4.62,4.62,4.62
-8.42,5.68,-2.16,5.53,5.53,5.53
-8.27,6.11,-2.17,3.92,3.92,2.94
-7.96,6.37,-2.15,-3.36,-3.36,-3.36
-7.70,6.46,-2.20,-12.18,-13.02,-13.02
-7.37,6.21,-2.23,-17.43,-18.20,-18.20
-7.02,5.84,-2.17,-22.68,-23.24,-23.24
-6.91,5.36,-1.90,-24.57,-24.29,-24.29
-7.11,5.28,-1.79,-21.70,-21.70,-21.70
-7.48,5.53,-1.77,-18.20,-17.50,-17.50
-7.80,5.87,-1.74,-13.72,-13.37,-12.46
-7.96,5.82,-1.65,-9.94,-9.94,-9.94
-7.84,5.49,-1.47,-7.42,-7.07,-7.07
-7.78,5.27,-1.39,-5.60,-5.39,-5.39
-7.83,5.25,-1.42,-4.06,-4.06,-3.92
-7.87,5.38,-1.39,-3.85,-3.92,-4.13
-7.96,5.73,-1.31,-5.11,-5.11,-5.95
-8.11,6.20,-1.25,-7.91,-7.91,-8.89
-8.37,6.28,-1.17,-10.50,-10.50,-10.64
-8.52,6.17,-1.12,-12.74,-12.74,-12.95
-8.46,6.11,-1.09,-13.51,-13.72,-13.72
-8.27,5.92,-0.95,-13.16,-13.16,-12.95
-8.15,5.78,-0.80,-11.06,-11.06,-10.71
-8.02,5.61,-0.76,-8.89,-8.89,-7.77
-7.93,5.57,-0.71,-5.74,-5.74,-5.74
-7.87,5.53,-0.65,-2.17,-2.17,-2.17
-7.86,5.50,-0.61,0.14,0.14,0.98
-7.81,5.54,-0.54,2.94,2.94,2.94
-7.82,5.73,-0.52,5.25,5.25,5.25
-7.79,5.84,-0.52,5.81,5.95,5.95
-7.64,5.89,-0.61,5.32,5.32,5.32
-7.60,5.97,-0.64,4.06,4.06,3.78
-7.58,5.90,-0.60,3.15,3.01,3.01
-7.57,5.72,-0.62,2.24,2.24,2.10
-7.48,5.82,-0.62,1.19,1.19,0.91
-7.42,5.89,-0.66,0.14,0.14,0.14
-7.49,5.86,-0.68,0.28,0.28,0.28
-7.64,5.87,-0.65,1.19,1.26,1.26
-7.67,5.91,-0.69,2.52,2.73,2.73
-7.71,5.98,-0.75,3.01,3.08,3.08
-7.72,5.94,-0.89,3.01,2.94,3.01
-7.74,5.76,-0.94,3.22,3.36,3.50
-7.76,5.55,-1.00,3.99,4.20,4.20
-7.76,5.39,-1.08,4.76,4.76,4.76
-7.87,5.39,-1.20,4.76,4.69,4.69
-7.94,5.47,-1.32,4.48,4.20,4.20
-8.01,5.67,-1.42,3.57,3.36,3.01
-8.04,5.79,-1.45,1.61,1.40,0.70
-8.04,5.85,-1.50,-0.77,-0.77,-1.54
-8.01,5.76,-1.55,-2.80,-2.80,-2.94
-8.00,5.56,-1.49,-3.57,-3.57,-3.43
-7.81,5.32,-1.43,-2.45,-2.45,-2.17
-7.76,5.30,-1.40,-0.84,-0.28,-0.07
-7.73,5.37,-1.39,1.12,1.68,1.75
-7.62,5.47,-1.40,2.80,2.80,2.80
