aX,aY,aZ,gX,gY,gZ
-6.52,-7.40,0.62,0.35,0.35,0.35
-6.47,-7.38,0.52,1.47,1.47,1.47
-6.53,-7.23,0.64,2.24,2.24,2.24
-6.58,-7.09,0.78,1.26,1.26,1.05
-6.51,-6.85,0.75,-1.54,-1.54,-1.54
-6.52,-7.05,0.78,-3.64,-4.20,-4.20
-6.61,-7.40,0.65,-4.69,-4.69,-4.69
-6.66,-7.37,0.65,-2.94,-2.80,-2.80
-6.68,-7.63,0.54,1.47,1.47,1.89
-6.58,-7.60,0.55,4.97,5.53,5.53
-6.64,-7.21,0.73,5.25,5.25,4.90
-6.59,-6.98,0.77,2.52,2.52,2.52
-6.51,-7.02,0.71,0.14,0.14,0.14
-6.51,-7.01,0.79,-1.82,-2.10,-2.10
-6.52,-7.36,0.74,-2.80,-2.80,-2.80
-6.48,-7.48,0.63,-2.03,-2.03,-2.03
-6.41,-7.52,0.67,-0.42,-0.07,-0.07
-6.37,-7.64,0.69,0.91,1.05,1.05
-6.47,-7.62,0.58,1.54,1.68,1.68
-6.52,-7.48,0.63,1.89,1.89,1.96
-6.52,-7.54,0.74,1.96,1.96,1.96
-6.57,-7.51,0.67,1.89,1.89,1.89
-6.56,-7.27,0.65,1.75,1.75,1.75
-6.58,-7.27,0.70,1.19,1.19,1.12
-6.60,-7.20,0.74,-0.49,-0.49,-0.49
-6.59,-7.10,0.79,-2.17,-2.17,-2.17
-6.58,-7.28,0.72,-3.43,-3.43,-3.43
-6.59,-7.59,0.65,-3.22,-2.66,-2.66
-6.57,-7.70,0.58,-1.26,-1.26,-0.77
-6.54,-7.59,0.55,1.26,1.26,1.26
-6.51,-7.53,0.61,1.68,1.68,1.47
-6.43,-7.41,0.64,0.28,0.28,0.28
-6.35,-7.30,0.63,-1.05,-1.47,-1.47
-6.39,-7.37,0.64,-2.94,-2.94,-2.94
-6.47,-7.36,0.72,-4.06,-4.20,-4.20
-6.43,-7.41,0.67,-3.78,-3.78,-3.43
-6.39,-7.35,0.63,-2.73,-2.73,-2.73
-6.33,-7.15,0.77,-1.96,-1.96,-1.82
-6.28,-7.13,0.81,-1.96,-2.10,-2.10
-6.29,-7.33,0.68,-2.80,-2.80,-2.80
-6.20,-7.43,0.75,-0.91,-0.91,-0.91
-6.04,-7.61,0.70,1.82,1.82,3.29
-5.94,-7.26,0.64,6.09,6.09,6.09
-5.87,-7.46,0.65,7.77,7.77,7.77
-6.34,-7.78,0.67,13.23,14.07,14.07
-6.67,-8.09,0.56,17.08,17.08,18.06
-7.13,-8.21,0.51,20.72,20.72,20.72
-7.57,-8.60,0.62,27.16,27.16,28.21
-8.19,-8.70,0.60,32.90,32.90,32.90
-8.93,-8.14,0.88,31.78,31.29,31.29
-9.20,-7.53,1.37,26.88,26.39,26.39
-9.57,-7.66,1.54,21.70,21.00,21.00
-9.98,-7.92,1.49,16.94,14.98,14.98
-9.93,-7.82,1.46,13.44,13.44,13.44
-10.08,-6.82,1.72,11.62,11.62,11.62
-10.18,-6.23,1.84,5.04,5.04,5.04
-10.15,-5.82,1.70,1.89,1.89,1.75
-10.36,-6.16,1.53,3.01,3.64,3.64
-10.64,-6.70,1.49,8.19,9.03,9.03
-10.80,-6.51,1.37,14.70,14.70,14.70
-10.84,-5.95,1.19,20.02,20.23,20.23
-10.69,-5.77,1.06,20.93,21.28,21.28
-10.49,-5.35,0.96,21.28,21.28,21.28
-9.62,-5.12,0.62,21.91,22.47,22.47
-9.46,-5.08,0.61,24.57,24.92,24.92
-9.29,-4.14,0.77,27.86,27.86,28.21
-9.08,-3.80,0.87,27.65,27.65,27.51
-8.89,-3.97,0.69,29.82,29.82,29.82
-8.65,-3.39,0.66,35.21,36.40,36.40
-8.60,-2.31,1.09,35.14,35.14,35.14
-8.61,-2.19,1.23,30.31,30.31,30.31
-8.48,-1.62,1.18,30.17,30.17,30.17
-8.18,-0.92,1.34,27.16,27.16,25.62
-8.32,-0.21,1.59,18.20,18.20,18.20
-8.32,0.59,1.54,12.32,11.90,11.90
-8.17,0.33,1.34,11.34,11.83,12.04
-8.42,0.28,1.64,13.79,13.79,14.63
-8.51,1.29,1.82,15.19,15.19,15.12
-8.22,1.91,1.67,13.51,12.95,12.95
-7.94,2.37,1.77,10.36,10.36,10.08
-7.94,2.74,1.90,8.33,8.33,7.98
-7.88,3.01,1.73,5.88,5.88,5.88
-7.77,2.74,1.65,7.49,7.49,7.49
-7.73,2.94,1.74,11.06,11.06,11.06
-7.80,3.62,1.68,10.99,10.99,10.99
-7.52,4.08,1.68,9.52,9.52,9.52
-7.70,4.30,1.71,7.56,7.56,7.56
-7.60,4.58,1.65,4.55,4.55,4.20
-7.37,4.81,1.56,2.03,2.03,2.03
-7.11,5.04,1.67,1.68,1.68,1.68
