aX,aY,aZ,gX,gY,gZ
-6.92,-2.21,0.70,29.54,29.54,29.54
-6.28,-1.20,0.79,25.90,24.64,24.64
-5.70,-0.24,0.91,21.49,21.28,21.28
-5.69,0.04,1.28,19.04,19.04,19.04
-5.88,0.63,1.33,20.16,20.86,21.28
-5.59,1.96,1.45,22.54,22.40,22.40
-6.11,2.39,2.03,16.80,16.80,16.10
-7.93,2.18,2.46,12.39,12.39,11.97
-9.86,2.28,2.76,10.15,10.15,9.94
-11.29,2.72,2.89,9.52,9.52,9.52
-11.94,4.52,3.01,3.43,3.43,3.43
-11.74,6.15,2.90,-7.07,-7.07,-7.07
-11.33,6.92,2.78,-15.82,-17.08,-17.08
-11.08,6.67,2.61,-22.68,-22.68,-22.33
-10.98,5.92,2.45,-19.81,-19.81,-17.08
-10.42,5.40,2.35,-11.34,-11.34,-7.84
-7.45,5.10,2.34,0.35,0.35,0.91
-5.83,4.82,2.49,2.10,2.10,3.01
-3.53,4.46,2.53,4.97,4.97,4.97
-1.90,4.19,2.72,6.79,7.35,7.35
0.89,4.38,3.07,14.42,14.42,14.42
2.04,4.88,2.98,16.03,16.03,15.75
3.16,5.42,2.98,13.30,13.30,10.92
4.56,6.21,2.92,3.99,3.99,2.73
5.38,6.60,2.91,-5.32,-5.32,-6.37
5.93,6.74,2.79,-13.23,-13.23,-13.23
6.36,6.72,2.63,-17.85,-17.85,-17.85
6.29,6.70,2.59,-17.85,-17.85,-17.85
6.05,6.81,2.56,-13.86,-13.86,-13.86
5.65,7.18,2.50,-8.33,-8.33,-7.70
4.92,7.56,2.61,-3.99,-3.99,-3.99
4.10,8.07,2.76,-3.64,-3.85,-3.85
3.14,8.35,2.92,-4.69,-5.18,-5.18
2.07,8.27,3.00,-5.39,-5.18,-5.18
1.04,8.16,3.10,-4.13,-4.13,-3.71
0.47,8.14,3.06,-1.40,-1.40,-1.40
-0.25,8.03,3.12,1.75,1.75,1.89
-0.76,8.10,3.41,1.40,1.40,1.19
-1.32,7.81,3.53,0.91,0.91,0.91
-1.57,7.69,3.24,4.20,4.20,4.20
-1.40,7.93,3.04,5.74,5.74,5.74
-1.18,8.59,3.14,3.15,3.15,3.15
-1.69,8.47,3.32,-3.50,-4.13,-4.13
-2.58,8.11,3.40,-7.70,-7.98,-7.98
-3.13,7.73,3.31,-9.52,-10.36,-10.36
