aX,aY,aZ,gX,gY,gZ
-6.82,3.78,2.45,-19.53,-19.53,-19.53
-8.80,2.84,2.78,-27.44,-27.44,-27.44
-7.89,2.81,2.34,-27.93,-27.86,-27.86
-9.15,3.45,2.40,-27.58,-27.58,-27.72
-10.61,3.98,2.25,-32.69,-33.88,-33.88
-9.37,3.47,1.74,-41.23,-42.42,-42.91
-9.24,3.56,2.10,-43.47,-43.47,-42.84
-11.36,3.73,3.14,-41.51,-41.51,-41.51
-11.43,2.89,2.58,-43.68,-43.68,-43.68
-10.77,2.44,2.36,-39.06,-39.06,-37.87
-10.70,2.30,2.79,-27.58,-25.76,-25.76
-12.50,2.21,3.93,-10.43,-8.89,-8.89
-11.83,2.58,3.96,-0.49,-0.49,-0.49
-10.96,3.22,3.57,9.52,9.52,9.52
-11.25,3.13,4.09,12.04,12.39,12.39
-10.48,2.30,4.80,14.70,14.70,15.96
-9.67,2.28,4.71,20.79,20.79,21.98
-9.37,2.86,4.25,23.52,23.52,23.52
-9.25,3.00,4.49,17.22,17.22,17.22
-8.66,2.60,4.62,15.54,15.54,16.38
-8.23,2.65,4.50,20.86,20.86,22.40
-9.46,3.13,4.59,24.29,24.29,24.29
-10.66,3.07,4.33,18.27,18.27,18.27
-10.08,2.55,3.78,14.91,15.05,15.05
-11.20,2.71,4.05,18.48,18.62,18.62
-13.67,2.68,4.31,16.31,16.31,15.47
-13.53,2.44,3.77,9.94,9.94,9.94
-14.15,2.23,4.13,11.20,11.20,11.20
-14.42,2.22,4.77,11.41,11.41,11.41
-13.54,3.20,4.69,6.23,6.23,6.23
-12.13,3.51,4.71,-0.63,-0.63,-0.63
-11.03,3.37,4.83,-7.35,-8.26,-8.26
-11.01,2.89,4.50,-11.97,-11.97,-12.04
-12.16,2.55,4.50,-10.08,-10.08,-10.08
-13.49,2.00,4.32,-7.77,-7.77,-7.77
-13.93,1.45,4.04,-2.73,-1.54,-1.54
-13.78,1.05,4.21,10.85,10.85,12.11
-12.68,1.23,4.01,17.64,17.64,20.51
-11.76,1.39,3.28,25.48,25.48,26.67
-11.53,1.37,3.26,36.68,36.68,37.73
-9.94,1.86,2.66,44.87,44.87,45.64
-8.81,2.30,2.10,48.86,48.86,48.93
-9.12,2.12,2.34,49.91,49.91,50.12
-9.11,1.98,1.45,53.06,53.06,53.06
-9.24,2.18,1.06,57.40,58.10,58.10
-9.50,2.15,1.17,61.25,61.25,61.53
-8.85,2.45,0.56,62.51,62.51,63.07
-8.72,2.77,-0.14,63.28,63.28,63.28
-9.13,2.43,0.08,62.86,62.86,62.86
