aX,aY,aZ,gX,gY,gZ
-9.99,-1.57,1.32,7.35,7.35,7.35
-9.80,-1.60,1.30,2.45,2.45,2.45
-9.82,-1.71,1.33,-0.70,-0.70,-0.70
-9.63,-1.76,1.31,-3.57,-3.57,-3.57
-9.27,-1.91,1.29,-5.11,-5.11,-5.11
-9.04,-2.01,1.37,-4.76,-4.62,-4.62
-8.84,-2.19,1.54,-3.01,-3.01,-2.66
-8.78,-2.20,1.62,0.77,0.77,1.12
-8.90,-2.18,1.76,3.08,3.08,3.08
-9.31,-2.13,1.97,5.25,6.02,6.02
-9.44,-1.99,1.97,7.00,7.21,7.21
-9.39,-1.84,2.06,7.07,6.93,6.93
-9.48,-1.77,2.15,6.58,6.44,6.44
-9.61,-1.64,2.18,5.60,4.83,4.83
-9.62,-1.47,2.21,3.01,1.47,1.47
-9.06,-1.37,1.91,-10.85,-11.83,-11.83
-8.95,-1.49,1.72,-15.26,-15.26,-15.75
-9.06,-1.55,1.63,-18.90,-19.25,-19.25
-9.22,-1.74,1.58,-21.42,-21.42,-21.70
-9.50,-1.89,1.45,-22.26,-22.26,-22.33
-9.58,-2.05,1.22,-23.31,-23.31,-23.31
-9.53,-2.35,0.99,-23.03,-23.03,-22.82
-9.61,-2.49,0.78,-21.14,-21.14,-21.14
-9.66,-2.63,0.43,-17.99,-17.57,-17.57
-9.58,-2.61,0.28,-15.54,-15.33,-15.33
-9.52,-2.79,0.03,-12.04,-12.04,-11.48
-9.52,-2.87,-0.09,-9.03,-9.03,-8.54
-9.59,-2.90,-0.28,-4.76,-4.76,-4.76
-9.83,-2.97,-0.34,-2.45,-1.68,-1.68
-10.01,-3.08,-0.43,0.49,1.05,1.05
-10.04,-3.13,-0.59,3.57,4.27,4.27
-10.00,-3.22,-0.75,6.65,6.65,7.49
-10.38,-3.11,-0.83,9.59,9.59,9.59
-10.21,-3.07,-0.91,10.78,10.99,10.99
-9.71,-3.04,-1.01,11.97,12.18,12.18
-9.41,-3.03,-1.00,13.23,13.23,13.37
-9.29,-3.01,-0.81,14.84,14.84,14.84
-9.18,-2.97,-0.64,16.59,16.59,16.59
-8.93,-2.92,-0.54,17.22,17.22,17.22
-8.89,-2.89,-0.33,17.50,17.57,17.57
-9.11,-2.83,-0.17,17.08,17.08,17.08
-9.29,-2.75,-0.03,15.47,15.19,15.19
-9.20,-2.73,0.01,13.72,12.74,12.74
-9.41,-2.65,0.08,6.79,6.79,6.79
-9.53,-2.64,0.09,4.55,3.71,3.71
-9.49,-2.76,0.11,1.47,1.47,1.47
-9.57,-2.76,0.18,-0.63,-0.63,-0.63
-9.60,-2.80,0.20,-3.64,-3.64,-3.64
-9.66,-2.97,0.23,-7.07,-7.07,-7.21
-9.70,-3.01,0.18,-7.77,-7.91,-7.91
-9.74,-3.04,0.20,-8.33,-8.33,-8.19
-9.76,-3.07,0.15,-8.19,-8.19,-8.05
-10.11,-3.10,0.10,-4.69,-4.69,-4.69
-10.20,-3.06,0.08,-3.64,-3.64,-3.50
-10.17,-2.98,0.02,-2.38,-2.38,-2.38
-10.05,-2.91,0.01,-1.75,-1.75,-1.75
-9.99,-2.86,0.04,-1.47,-1.33,-1.33
-10.08,-2.76,0.02,-1.61,-1.61,-1.61
-10.32,-2.51,0.08,-3.08,-3.08,-3.08
-10.56,-2.34,0.05,-4.69,-4.69,-4.90
-10.56,-2.29,0.13,-7.77,-7.77,-7.77
-10.74,-2.23,0.18,-10.01,-10.01,-10.01
-10.84,-2.22,0.19,-12.53,-12.53,-12.53
-10.88,-2.22,0.20,-14.35,-15.12,-15.12
-11.05,-2.27,0.19,-16.87,-16.87,-16.87
-10.98,-2.33,0.01,-20.86,-20.86,-20.86
-10.72,-2.20,-0.05,-22.33,-22.33,-22.33
-10.31,-2.21,-0.11,-23.24,-23.45,-23.45
-9.96,-2.23,-0.07,-23.59,-23.52,-23.52
-9.96,-2.20,0.02,-22.54,-22.54,-22.54
-10.05,-2.18,0.00,-21.98,-21.77,-21.77
-10.13,-2.10,-0.02,-21.35,-21.35,-21.35
-10.13,-2.12,0.01,-21.21,-21.21,-21.00
-10.12,-2.17,-0.02,-20.37,-20.37,-20.16
-10.23,-2.19,-0.04,-18.13,-18.13,-18.06
-10.11,-2.09,-0.03,-16.73,-16.73,-16.73
-10.21,-1.98,-0.00,-15.61,-15.61,-15.61
-10.21,-1.92,0.04,-14.56,-14.07,-14.07
-9.78,-1.91,0.09,-12.53,-12.53,-12.53
-9.67,-1.90,0.16,-9.10,-9.10,-9.10
-9.77,-1.90,0.27,-5.81,-5.81,-5.81
-9.52,-1.88,0.21,-3.78,-3.78,-3.78
