aX,aY,aZ,gX,gY,gZ
-0.31,0.80,10.14,117.39,118.93,118.93
-0.83,1.12,9.70,122.85,122.85,123.97
-1.47,1.42,9.04,128.45,128.45,128.45
-2.04,1.72,8.64,133.07,133.07,133.07
-2.87,2.18,8.10,139.23,139.23,140.84
-3.20,3.65,7.37,143.99,143.99,144.34
-3.51,2.68,6.63,146.72,146.72,146.72
-3.96,2.84,6.04,148.05,148.54,148.54
-4.51,3.00,5.40,149.73,149.73,149.80
-5.00,3.36,4.76,148.54,148.54,148.54
-5.35,3.51,4.31,145.39,144.69,143.50
-5.69,3.56,3.78,140.49,140.49,138.74
-6.17,3.52,3.21,135.66,135.66,135.17
-6.75,3.43,2.41,129.57,129.57,129.01
-7.52,3.04,1.81,126.70,126.70,126.63
-7.96,2.99,1.25,125.72,125.72,125.72
-7.89,3.20,0.89,124.25,124.25,124.25
-8.01,3.31,0.37,119.35,119.35,118.65
-8.01,3.34,0.11,114.17,114.17,114.17
-7.64,3.55,0.03,111.86,111.86,111.86
-7.71,4.18,0.09,105.21,105.21,105.21
-7.83,4.47,0.10,98.91,98.91,97.79
-8.34,5.08,0.36,67.69,66.15,66.15
-8.66,4.73,0.29,28.91,27.44,27.44
-9.11,4.76,0.67,2.31,1.26,1.26
-9.07,4.59,0.76,-7.35,-7.35,-8.05
-8.96,3.85,0.90,-16.31,-16.31,-16.31
-9.25,3.52,1.14,-17.29,-17.36,-17.36
-9.41,3.19,1.28,-17.15,-17.22,-17.22
-9.49,2.90,1.39,-17.01,-16.80,-16.80
-9.37,2.60,1.47,-16.52,-16.52,-16.52
-8.93,1.95,1.51,-16.52,-16.52,-16.24
-8.65,1.58,1.46,-14.77,-14.77,-14.35
-8.54,1.32,1.52,-9.52,-9.52,-9.52
-8.58,1.19,1.52,-4.90,-4.90,-4.90
-8.82,1.10,1.54,0.77,0.77,0.77
-8.94,0.96,1.51,4.48,5.88,5.88
-8.95,0.77,1.35,9.31,10.15,10.15
-9.10,0.68,1.08,17.36,18.06,18.06
-9.12,0.63,0.87,23.66,24.50,24.50
-9.02,0.55,0.68,28.42,29.12,30.73
-8.99,0.56,0.41,35.00,35.00,35.49
-8.86,0.46,0.04,38.43,38.43,38.43
-8.74,0.33,-0.22,40.39,41.16,41.16
-9.02,0.21,-0.44,43.68,43.96,43.96
-9.19,0.37,-0.53,45.99,45.99,45.99
-9.20,0.71,-0.56,45.71,45.15,44.80
-9.24,0.93,-0.60,42.35,42.35,40.46
-9.39,1.00,-0.57,37.31,37.31,35.14
-9.60,0.94,-0.48,31.57,31.57,29.54
-9.76,0.89,-0.39,24.99,24.99,24.99
-9.82,0.91,-0.25,19.25,19.25,19.25
-9.82,1.06,-0.16,9.66,9.66,9.66
-9.86,1.00,-0.14,1.47,1.47,1.47
-9.89,0.87,-0.07,-3.71,-3.71,-3.71
-9.94,0.54,0.11,-9.73,-10.43,-10.43
-9.98,0.26,0.16,-14.42,-15.05,-15.05
-10.10,-0.16,0.22,-17.22,-17.64,-17.64
-10.44,-0.48,0.33,-19.25,-19.25,-19.25
-10.77,-0.76,0.29,-20.86,-20.93,-20.93
-10.26,-0.83,0.11,-21.77,-21.77,-21.98
-9.52,-0.76,-0.14,-22.33,-22.26,-22.26
-8.67,-0.91,-0.36,-22.26,-22.12,-22.12
-7.52,-0.80,-0.53,-21.21,-21.07,-21.07
-6.72,-0.55,-0.59,-19.74,-19.74,-19.39
-6.29,-0.32,-0.63,-18.55,-18.55,-18.55
-6.28,-0.56,-0.45,-17.43,-17.43,-17.43
-6.55,-0.89,-0.29,-16.45,-16.38,-16.38
-7.99,-1.18,0.01,-17.29,-17.64,-17.64
-10.46,-1.56,0.32,-23.52,-23.52,-24.78
-12.89,-2.28,0.72,-34.72,-34.72,-35.49
-14.90,-2.85,0.48,-36.68,-36.68,-36.47
-17.33,-3.63,0.30,-34.79,-34.79,-34.79
-17.26,-3.82,0.15,-32.48,-32.20,-32.20
-14.73,-3.18,0.72,-28.70,-27.72,-27.72
-11.75,-2.15,1.40,-22.89,-19.25,-19.25
-8.99,-0.69,2.39,-12.25,-7.77,-7.77
-7.01,0.62,3.45,3.36,3.36,3.36
-6.53,1.31,4.08,15.89,15.89,17.50
-7.02,1.50,4.15,27.58,27.58,27.58
-7.79,1.49,3.83,31.01,31.01,31.01
-8.59,1.13,3.36,29.89,29.89,29.89
-9.12,0.50,2.54,25.62,25.06,25.06
-9.43,-0.38,1.35,19.32,19.32,18.62
-9.88,-0.86,0.50,13.65,13.65,12.88
-9.88,-1.14,-0.00,8.82,7.00,5.95
-10.22,-1.35,-0.64,0.77,-0.28,-0.28
-10.28,-1.50,-1.32,-8.75,-8.75,-8.75
-10.29,-1.45,-1.81,-16.94,-17.92,-17.92
-10.46,-1.23,-1.69,-19.74,-19.74,-20.02
-10.52,-0.73,-1.11,-20.30,-20.30,-20.30
-10.66,-0.16,-0.29,-18.41,-18.41,-18.13
-10.72,0.25,0.50,-13.79,-13.79,-13.79
-10.63,0.56,1.01,-10.08,-10.08,-10.08
-10.41,0.66,1.43,-5.67,-5.67,-5.67
-10.11,0.59,1.77,0.07,0.07,0.07
-9.85,0.45,1.71,3.15,3.15,3.15
-9.61,0.16,1.57,4.90,4.90,4.90
-9.38,-0.22,1.27,5.88,5.95,5.95
-9.17,-1.12,0.57,7.28,7.42,7.42
-9.01,-1.23,0.46,7.00,6.58,6.51
-9.09,-1.33,0.33,5.53,4.97,4.76
-9.12,-1.29,0.32,3.57,3.57,3.43
-9.21,-1.15,0.37,2.38,2.38,2.31
-9.45,-1.04,0.45,2.03,2.03,2.17
-9.69,-0.79,0.52,2.52,2.66,2.87
-9.79,-0.45,0.67,3.36,3.36,3.78
-9.94,-0.16,0.78,4.13,4.13,4.41
-10.08,0.22,0.87,4.69,4.69,4.76
-10.14,0.55,0.97,5.32,5.32,5.39
-10.12,0.62,0.93,6.09,6.09,6.23
-10.11,0.70,0.85,6.79,6.79,6.79
-10.03,0.81,0.81,6.93,6.93,6.79
-9.94,0.90,0.74,5.95,5.95,5.95
-9.84,0.93,0.66,4.27,4.27,4.27
-9.77,0.88,0.61,3.15,3.15,3.15
-9.85,0.81,0.53,2.17,2.17,2.17
-9.99,0.71,0.59,1.19,1.19,1.19
-10.11,0.62,0.59,0.42,0.42,0.42
-10.16,0.55,0.60,0.00,-0.21,-0.21
-9.90,0.56,0.60,-0.70,-0.70,-0.77
-9.89,0.51,0.54,-1.61,-1.61,-1.61
-9.83,0.40,0.56,-1.75,-1.75,-1.75
-9.74,0.33,0.62,-0.91,-0.91,-0.91
-9.63,0.40,0.67,-0.49,-0.70,-0.70
-9.56,0.48,0.69,-0.91,-0.91,-1.05
-9.49,0.49,0.74,-1.61,-1.61,-1.61
-9.48,0.38,0.70,-1.96,-1.96,-1.96
-9.50,0.29,0.72,-2.10,-2.10,-2.31
-9.65,0.27,0.78,-2.31,-2.31,-2.31
-9.79,0.33,0.84,-3.01,-3.22,-3.22
-9.85,0.34,0.89,-4.20,-4.20,-4.48
-9.76,0.38,0.93,-5.53,-5.53,-5.53
-9.81,0.35,0.93,-6.65,-6.65,-6.65
-9.76,0.41,0.96,-7.28,-7.35,-7.35
-9.71,0.41,0.92,-7.35,-7.49,-7.49
-9.74,0.41,0.92,-7.00,-6.93,-6.93
-9.76,0.37,0.93,-5.74,-5.60,-5.60
-9.66,0.33,0.96,-4.55,-3.78,-3.78
-9.63,0.26,1.01,-2.38,-2.10,-1.61
-9.73,0.21,1.04,0.07,0.91,0.91
-9.82,0.22,1.10,2.38,2.38,2.38
-10.06,0.26,1.16,3.78,3.92,3.92
-10.13,0.34,1.25,4.69,4.83,4.83
-9.94,0.62,1.25,5.81,5.74,5.74
-9.82,0.63,1.21,5.53,5.67,5.67
-9.65,0.61,1.19,5.25,5.04,5.04
-9.57,0.59,1.14,4.41,4.41,3.85
-9.49,0.64,1.21,2.94,2.73,2.73
-9.45,0.72,1.26,0.56,0.21,0.21
-9.42,0.76,1.33,-0.56,-0.70,-0.70
-9.51,0.78,1.35,-1.19,-1.26,-1.26
-9.69,0.74,1.33,-1.40,-1.40,-1.40
-9.68,0.69,1.29,-1.68,-1.68,-1.68
-9.71,0.66,1.28,-1.47,-1.47,-1.47
-9.76,0.63,1.21,-1.47,-1.47,-1.47
-9.79,0.61,1.14,-1.33,-1.19,-1.19
-9.88,0.64,1.14,-1.12,-1.12,-0.84
-9.96,0.60,1.18,-0.21,-0.21,-0.14
-10.03,0.63,1.20,0.56,0.56,0.56
-10.00,0.65,1.17,0.91,0.98,0.98
-9.89,0.59,1.15,1.33,1.33,1.33
-9.76,0.53,1.10,1.40,1.40,1.40
-9.72,0.53,1.15,1.26,1.19,1.19
-9.65,0.50,1.13,0.56,0.56,0.21
-9.66,0.52,1.17,-0.91,-0.91,-1.05
-9.57,0.55,1.14,-2.17,-2.17,-2.31
-9.67,0.53,1.19,-3.29,-3.57,-3.85
-9.70,0.52,1.23,-4.97,-4.97,-4.90
-9.74,0.47,1.29,-5.39,-5.39,-5.39
-9.70,0.38,1.26,-5.32,-5.32,-5.32
-9.66,0.37,1.30,-5.18,-5.18,-5.11
-9.56,0.34,1.31,-4.83,-4.83,-4.76
-9.54,0.32,1.23,-4.55,-4.55,-4.55
-9.66,0.27,1.22,-3.99,-3.99,-3.99
-9.77,0.29,1.26,-2.59,-2.59,-2.59
-9.88,0.40,1.27,-1.40,-1.40,-1.40
-9.71,0.72,1.25,0.63,0.63,0.63
-9.67,0.79,1.21,-1.12,-1.12,-1.19
-9.85,0.80,1.24,-2.59,-2.59,-2.59
-10.27,0.84,1.27,-3.92,-4.27,-4.27
-10.71,0.88,1.36,-5.74,-5.74,-6.30
-11.05,0.78,1.41,-7.84,-7.84,-7.84
-11.28,0.67,1.43,-9.59,-9.59,-9.59
-11.45,0.72,1.42,-11.13,-11.13,-11.13
-11.74,0.64,1.46,-12.88,-13.09,-13.09
-11.72,0.25,1.09,-15.54,-15.54,-15.54
-11.93,0.24,0.92,-16.03,-16.52,-16.80
-12.32,0.22,1.01,-18.20,-18.20,-19.04
-12.32,0.04,1.08,-19.81,-19.81,-19.81
-12.33,-0.04,1.07,-20.16,-20.16,-20.16
-12.62,-0.19,0.87,-21.42,-21.42,-21.42
-12.83,-0.31,0.76,-21.21,-21.07,-21.07
-12.90,-0.38,0.84,-20.51,-20.44,-20.02
-13.06,-0.02,1.09,-19.18,-19.18,-19.18
-12.78,-0.27,1.15,-15.54,-14.98,-14.98
-12.37,-0.42,1.22,-10.78,-10.08,-10.08
-11.84,-0.34,1.19,-4.76,-4.76,-4.76
-11.89,-0.55,1.46,1.26,1.26,1.26
-11.42,-0.86,1.34,7.70,7.70,7.70
-10.85,-1.04,1.40,17.01,17.01,17.01
-10.82,-0.97,1.60,22.61,23.38,23.38
-10.72,-0.67,1.86,28.42,29.26,29.26
-10.31,-0.41,1.83,30.10,30.10,30.24
-9.87,-0.57,1.38,30.73,30.73,31.29
-9.13,-0.81,0.92,34.23,34.23,34.23
-8.97,-0.39,0.99,37.24,37.31,37.31
-8.89,-0.03,0.86,37.24,37.24,37.24
-8.73,0.34,0.20,34.51,34.51,34.51
-8.50,0.56,-0.13,31.43,31.43,31.43
-8.60,0.69,-0.15,29.68,29.68,29.68
-8.77,1.08,-0.31,27.72,27.72,27.72
-9.00,1.37,-0.84,23.80,23.80,23.80
-9.17,1.48,-1.18,18.27,18.27,18.27
-8.92,1.06,-1.77,13.23,13.23,13.23
-8.37,0.63,-2.06,14.77,15.26,15.26
-7.22,0.82,-1.39,19.88,20.51,20.51
-6.30,1.00,-1.52,25.83,25.83,26.46
-5.99,1.47,-1.10,29.19,30.17,30.80
-5.85,1.91,-0.12,34.44,36.05,36.05
-5.25,2.81,1.00,40.46,40.53,40.53
-5.69,3.36,1.68,35.35,35.35,35.35
-4.55,3.33,1.38,19.46,19.46,19.46
-2.11,2.74,0.86,0.56,0.56,0.56
-0.84,2.32,1.33,-7.35,-8.33,-8.33
-2.46,2.15,1.85,-34.58,-17.99,-17.99
-5.98,1.89,1.85,-26.60,-27.58,-27.58
-9.47,1.61,1.95,-33.53,-34.02,-34.02
-11.69,1.46,2.24,-35.14,-35.07,-34.79
-12.72,1.35,2.06,-33.25,-32.62,-32.62
-12.90,1.07,1.89,-24.99,-23.87,-23.87
-11.54,0.95,1.86,-14.77,-13.51,-13.51
-9.91,1.10,1.72,-5.88,-4.97,-4.97
-8.40,1.64,1.51,-0.28,0.07,0.07
-7.52,2.03,1.52,1.40,1.40,1.47
-7.11,2.39,1.39,1.05,0.91,0.91
-8.06,2.40,0.76,-8.12,-8.12,-8.75
-8.69,2.05,0.88,-15.33,-15.33,-15.33
-8.82,1.99,1.38,-18.97,-18.97,-18.97
-8.13,1.96,1.44,-19.81,-19.81,-19.81
-7.28,1.49,0.86,-17.99,-17.99,-17.99
