aX,aY,aZ,gX,gY,gZ
10.36,0.39,2.42,-61.74,-61.74,-59.99
10.00,0.38,2.58,-50.82,-47.18,-45.22
9.98,0.76,2.40,-35.91,-35.91,-30.66
9.92,1.41,1.65,-19.25,-19.25,-17.78
9.70,1.88,1.10,-8.75,-8.75,-7.63
9.72,2.36,0.57,-2.45,-0.70,0.14
10.37,3.10,-0.16,3.92,5.18,5.88
10.67,3.91,-0.54,8.54,8.54,9.94
10.83,4.42,-1.23,12.18,12.18,12.53
10.39,5.02,-1.50,16.24,16.24,16.52
9.66,5.13,-1.57,18.55,18.55,18.55
9.21,5.17,-1.72,19.39,19.39,19.39
9.67,5.33,-1.99,18.97,18.62,18.62
9.87,5.64,-2.40,17.15,16.94,16.94
10.00,5.52,-2.39,14.98,14.98,14.84
9.62,5.03,-2.25,14.56,14.56,14.70
9.15,4.64,-2.11,15.54,16.03,16.24
9.51,4.46,-2.17,18.13,18.13,19.32
9.47,4.18,-2.05,23.17,23.17,23.17
9.19,3.80,-1.70,30.17,30.17,30.17
8.90,3.28,-1.23,35.70,35.70,35.70
8.23,2.80,-0.54,42.14,42.77,42.77
7.71,2.48,0.07,48.44,48.44,48.93
7.10,2.31,0.48,50.40,50.75,50.82
6.89,2.26,0.58,50.96,50.96,50.96
6.72,1.78,0.31,53.97,53.97,55.86
6.77,1.57,0.03,70.42,72.52,72.52
7.07,2.09,-0.12,87.57,87.57,89.60
7.57,2.91,-0.42,102.41,104.02,104.02
8.12,4.06,-0.71,113.12,113.12,113.68
8.59,4.62,-0.94,115.92,115.92,115.92
9.13,5.21,-1.04,114.59,114.59,114.24
9.66,5.67,-0.96,108.99,108.99,107.94
9.67,5.82,-0.82,99.89,99.89,98.28
9.62,5.77,-0.60,85.26,83.23,83.23
9.85,5.51,-0.69,65.38,65.38,65.38
9.53,4.91,-0.67,47.11,47.11,45.08
9.24,4.18,-0.63,29.26,29.26,29.26
9.49,3.86,-0.64,14.28,12.67,12.67
9.69,3.55,-0.77,3.71,2.17,2.17
9.76,3.13,-0.65,-9.66,-9.66,-10.64
9.74,2.99,-0.41,-15.96,-15.96,-18.55
9.43,2.89,0.06,-22.26,-22.26,-22.89
9.04,2.50,0.28,-33.81,-33.81,-34.44
9.18,2.46,0.15,-39.41,-39.41,-40.11
9.52,2.51,0.04,-44.03,-44.03,-44.45
9.45,2.51,0.10,-45.85,-45.85,-46.13
9.30,2.50,0.16,-45.99,-45.99,-45.99
9.34,2.42,0.03,-44.10,-44.10,-44.10
9.65,2.31,-0.06,-42.77,-42.49,-42.00
9.81,2.15,-0.19,-40.25,-39.90,-39.90
9.85,1.87,-0.21,-35.84,-35.35,-35.35
9.74,1.62,-0.26,-31.99,-31.29,-31.29
9.80,1.35,-0.47,-26.04,-26.04,-26.04
10.01,1.34,-0.44,-18.41,-18.41,-18.41
9.94,1.29,-0.41,-13.16,-11.27,-11.27
9.69,1.16,-0.31,-5.53,-5.53,-3.50
9.59,1.12,-0.29,3.71,4.69,4.69
9.45,1.15,-0.30,12.95,12.95,14.00
9.47,1.28,-0.28,22.19,22.19,22.19
9.42,1.49,-0.13,27.79,27.79,27.79
9.40,1.67,-0.04,32.90,32.90,33.39
9.58,1.79,-0.09,35.98,35.98,35.98
9.64,1.96,0.01,36.33,36.33,36.33
10.18,2.15,-0.26,28.98,28.56,28.56
10.17,2.08,-0.29,26.74,25.76,25.76
10.15,1.93,-0.45,24.29,24.01,23.38
10.05,1.84,-0.55,22.33,22.19,21.63
9.79,1.75,-0.55,20.44,20.44,20.23
9.87,1.64,-0.77,18.13,18.13,17.99
9.63,1.70,-0.70,17.99,17.99,17.99
9.47,1.80,-0.69,17.71,17.71,17.71
9.44,1.96,-0.70,16.45,16.45,16.45
9.35,2.11,-0.67,13.72,13.72,13.72
9.31,2.19,-0.67,11.83,11.41,11.41
9.29,2.23,-0.64,9.45,9.45,9.17
9.14,2.19,-0.65,6.58,6.58,6.23
9.21,2.13,-0.63,4.41,4.41,4.41
9.47,2.09,-0.71,2.03,1.61,1.61
9.61,1.98,-0.83,-1.68,-1.96,-1.96
9.54,1.97,-0.72,-4.62,-4.97,-4.97
9.71,1.92,-0.66,-7.49,-7.77,-7.77
10.24,1.83,-0.77,-10.08,-10.50,-10.50
10.16,1.78,-0.73,-13.02,-13.02,-13.02
9.92,1.74,-0.59,-15.12,-15.12,-15.12
9.72,1.75,-0.53,-17.71,-18.13,-18.13
9.60,1.76,-0.52,-19.81,-20.93,-20.93
9.71,1.75,-0.47,-23.45,-23.45,-23.45
9.75,1.75,-0.49,-25.69,-25.69,-25.69
9.67,1.65,-0.43,-26.11,-26.04,-26.04
9.43,1.50,-0.33,-24.85,-24.85,-24.85
9.38,1.36,-0.26,-23.52,-23.52,-23.31
9.48,1.25,-0.26,-20.86,-20.86,-20.86
9.58,1.12,-0.29,-18.06,-18.06,-18.06
9.55,1.07,-0.23,-13.30,-13.30,-13.30
9.61,1.09,-0.25,-9.59,-9.59,-9.59
9.60,1.12,-0.25,-5.39,-5.39,-5.39
9.64,1.13,-0.24,0.14,0.14,0.14
9.75,1.15,-0.24,3.92,3.92,3.92
9.70,1.17,-0.28,7.98,7.98,7.98
9.57,1.22,-0.26,13.02,13.02,13.02
9.69,1.28,-0.31,15.82,15.82,15.82
9.92,1.42,-0.37,17.22,17.43,17.43
9.98,1.49,-0.38,17.85,17.85,17.99
10.02,1.57,-0.34,17.92,17.78,17.78
9.99,1.56,-0.31,17.57,17.57,17.43
9.91,1.60,-0.27,16.94,16.94,16.80
9.93,1.62,-0.23,16.24,16.24,16.31
9.67,1.60,-0.06,16.31,16.31,16.31
9.41,1.52,-0.14,17.36,17.78,17.78
9.54,1.36,-0.42,18.97,19.25,19.25
9.51,1.18,-0.62,19.88,20.02,20.02
9.71,1.12,-0.76,19.25,19.25,19.18
9.93,1.12,-0.64,18.48,18.48,18.48
9.88,1.08,-0.45,18.27,18.27,18.27
9.70,1.12,-0.18,19.25,19.46,19.46
9.68,1.17,-0.17,20.65,20.86,21.14
9.58,1.29,-0.24,21.77,21.77,21.91
9.66,1.39,-0.43,21.84,21.84,21.70
9.77,1.56,-0.57,21.21,21.21,21.14
9.86,1.67,-0.68,20.37,20.37,20.30
9.81,1.66,-0.62,19.95,19.95,20.02
9.94,1.26,-0.71,18.27,18.27,18.13
9.85,1.29,-0.75,17.01,17.01,17.01
9.72,1.35,-0.78,14.14,13.86,13.86
9.72,1.47,-0.78,10.92,10.92,10.92
9.70,1.67,-0.70,5.11,5.11,5.11
9.67,1.81,-0.58,1.12,0.49,0.49
9.88,2.00,-0.61,-6.44,-6.44,-6.44
9.86,2.04,-0.57,-11.27,-11.27,-11.97
9.82,1.98,-0.59,-18.76,-18.76,-18.76
9.88,1.88,-0.61,-23.10,-23.10,-23.10
9.63,1.72,-0.46,-26.95,-26.95,-26.95
9.39,1.42,-0.44,-27.86,-27.86,-27.86
9.38,1.15,-0.50,-27.37,-27.09,-27.09
9.41,1.01,-0.54,-24.92,-24.43,-24.43
9.37,0.82,-0.53,-21.28,-20.72,-20.72
9.21,0.66,-0.50,-14.63,-14.63,-13.93
9.34,0.59,-0.68,-10.43,-9.03,-8.26
9.54,0.59,-0.71,-4.69,-3.15,-2.59
9.79,0.73,-0.72,1.12,1.12,3.22
10.15,0.96,-0.71,7.98,7.98,7.98
10.21,1.15,-0.78,13.72,13.72,13.72
10.23,1.22,-0.86,16.59,16.59,16.59
10.19,1.20,-0.82,19.53,19.74,19.74
9.88,1.15,-0.78,21.00,21.84,21.84
9.57,1.16,-0.82,23.17,23.17,23.17
9.44,1.15,-0.89,24.15,24.15,24.15
9.38,1.18,-0.95,24.29,24.29,24.43
9.49,1.19,-0.97,23.80,23.80,23.80
9.69,1.17,-1.05,23.24,22.82,22.82
9.91,1.34,-1.06,21.98,21.77,21.77
9.87,1.49,-0.94,20.02,20.02,19.88
9.78,1.62,-0.92,18.55,18.13,0.21
9.85,1.70,-0.99,14.42,14.42,13.86
9.78,1.69,-1.06,10.15,10.15,10.15
9.69,1.69,-1.05,6.09,6.09,6.09
9.52,1.72,-0.99,3.22,3.22,3.22
9.27,1.68,-1.03,-0.56,-0.56,-0.56
9.23,1.49,-1.10,-3.01,-3.01,-3.01
9.11,1.48,-1.13,-5.81,-6.09,-6.09
9.15,1.51,-1.12,-7.77,-7.91,-7.91
9.33,1.50,-1.12,-9.73,-9.94,-9.94
9.72,1.50,-1.21,-11.20,-11.76,-11.76
