aX,aY,aZ,gX,gY,gZ
2.42,9.22,2.80,-26.11,-26.11,-26.11
2.53,9.05,2.79,-28.00,-28.70,-28.70
2.74,8.89,2.83,-30.45,-30.45,-30.45
2.93,8.72,2.90,-32.13,-32.13,-32.13
3.18,8.56,2.97,-32.62,-32.62,-32.62
3.45,8.50,3.09,-31.85,-31.85,-31.85
3.67,8.42,3.11,-31.08,-30.66,-30.66
3.86,8.40,3.18,-29.68,-29.19,-29.19
4.00,8.27,3.19,-27.65,-27.65,-27.02
4.09,8.20,3.27,-24.85,-24.85,-23.94
4.25,7.96,3.55,-9.59,-9.59,-9.59
4.22,7.88,3.58,-5.11,-5.11,-5.11
4.14,7.83,3.63,2.80,2.80,2.80
4.04,7.81,3.67,9.52,9.52,9.52
3.95,7.86,3.67,15.40,15.40,15.40
3.86,7.91,3.66,22.68,23.45,23.45
3.80,8.03,3.61,27.72,27.72,27.72
3.70,8.11,3.50,32.13,33.67,33.67
3.57,8.16,3.42,36.05,36.47,37.31
3.38,8.29,3.36,39.97,39.97,39.97
3.24,8.46,3.34,42.00,42.00,42.00
3.09,8.63,3.28,42.49,42.49,42.49
2.90,8.79,3.20,41.30,41.30,41.30
2.79,8.96,3.12,38.43,37.94,37.94
2.68,9.09,3.08,32.34,31.71,31.71
2.64,9.11,3.09,26.88,26.18,26.18
2.68,9.10,3.10,22.33,22.33,22.33
2.78,9.04,3.17,17.22,17.22,17.22
2.88,8.97,3.22,14.56,14.28,14.28
3.01,8.80,3.31,9.52,9.52,9.24
3.00,8.73,3.40,8.75,8.75,8.75
2.94,8.52,3.70,9.24,9.24,9.24
2.91,8.38,3.82,9.59,9.59,9.66
2.91,8.29,4.02,10.22,10.22,10.22
2.92,8.22,4.11,10.01,10.01,10.01
3.00,8.23,4.12,9.59,9.24,9.24
3.08,8.34,4.12,8.33,8.33,7.91
3.21,8.39,4.03,5.95,5.95,5.95
3.35,8.42,3.87,3.92,3.92,3.92
3.41,8.48,3.74,2.24,1.61,1.61
3.35,8.43,3.49,-0.14,-0.14,-0.14
3.24,8.36,3.35,-1.61,-1.61,-1.61
3.13,8.33,3.17,-2.24,-2.24,-2.24
3.09,8.31,3.02,-2.45,-2.38,-2.38
3.03,8.32,2.88,-2.10,-1.82,-1.82
3.08,8.39,2.65,-0.91,-0.91,-0.91
3.13,8.34,2.56,0.14,0.14,0.14
3.15,8.45,2.43,1.61,1.61,1.61
3.26,8.49,2.33,3.50,3.50,3.50
3.46,8.64,2.29,5.32,5.32,5.81
3.92,8.96,2.15,7.98,8.12,8.12
4.36,9.30,1.87,10.71,10.71,10.71
4.83,9.39,1.60,12.60,12.60,12.60
5.07,9.12,1.31,13.58,13.58,13.58
5.25,8.56,1.11,12.53,12.46,12.46
5.60,7.73,1.16,11.48,11.41,11.41
5.98,7.04,1.33,12.18,12.53,12.53
